prime_set,prime_set_size,rule_count,support_count,status,modulus,target_residues,covered_residues,coverage_ratio,uncovered_examples,rules
5;29;41;53,4,10,117972,too_large,1512408,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=71,a=120,b=164 | d=39,a=40,b=116 | d=39,a=50,b=106"
23;29;41,3,8,117855,too_large,656328,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276"
3;19;23;41,4,10,117743,too_large,430008,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54"
5;29;37;53,4,11,117698,too_large,1364856,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=40,b=116 | d=39,a=50,b=106"
19;37;41,3,6,117652,too_large,691752,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=39,a=4,b=152"
23;37;59,3,9,117633,too_large,1205016,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=15,a=23,b=37 | d=119,a=4,b=472"
17;19;29;41,4,7,117559,too_large,542184,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=39,a=4,b=152"
29;31;43,3,9,117279,too_large,927768,,,,,"d=11,a=1,b=43 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=87,a=4,b=344"
23;41;59,3,8,117201,too_large,1335288,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=119,a=4,b=472"
3;23;41;59,4,8,117201,too_large,1335288,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=119,a=4,b=472"
5;23;31;59,4,14,117181,too_large,1009608,,,,,"d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=95,a=8,b=372 | d=119,a=4,b=472 | d=59,a=50,b=186 | d=27,a=46,b=62"
17;19;41;59,4,7,116905,too_large,1103064,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=119,a=4,b=472"
3;31;43;53,4,13,116683,too_large,1695576,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=71,a=72,b=212 | d=71,a=36,b=248 | d=35,a=54,b=86 | d=95,a=36,b=344"
31;43;59,3,9,116625,too_large,1887528,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=119,a=4,b=472"
37;41;53,3,6,116545,too_large,1929624,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=55,a=8,b=212"
17;19;29;37,4,7,116471,too_large,489288,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=39,a=4,b=152"
17;29;41;53,4,7,116452,too_large,1512408,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=55,a=8,b=212"
3;23;41;53,4,10,116230,too_large,1199496,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=71,a=72,b=212"
19;23;37,3,9,116090,too_large,388056,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=15,a=23,b=37"
17;23;29;59,4,9,116020,too_large,698088,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=119,a=4,b=472"
5;17;23;31,4,14,116017,too_large,290904,,,,,"d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=95,a=8,b=372 | d=59,a=50,b=186 | d=27,a=46,b=62"
5;23;31;53,4,16,115970,too_large,906936,,,,,"d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=19,a=23,b=53 | d=59,a=50,b=186 | d=27,a=46,b=62"
23;37;53,3,10,115917,too_large,1082472,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=15,a=23,b=37 | d=19,a=23,b=53"
17;19;37;59,4,7,115817,too_large,995448,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=39,a=4,b=152 | d=119,a=4,b=472"
17;41;53;59,4,7,115798,too_large,3076968,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=119,a=4,b=472"
19;23;41,3,8,115658,too_large,430008,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=39,a=4,b=152"
5;19;23;31,4,14,115638,too_large,325128,,,,,"d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=59,a=50,b=186 | d=27,a=46,b=62"
23;41;53,3,9,115485,too_large,1199496,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53"
17;29;37;53,4,7,115364,too_large,1364856,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=55,a=8,b=212"
3;17;31;43,4,13,115141,too_large,543864,,,,,"d=11,a=1,b=43 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=71,a=36,b=248 | d=35,a=54,b=86 | d=95,a=36,b=344"
3;19;29;43,4,12,115103,too_large,568632,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116 | d=35,a=54,b=86 | d=95,a=36,b=344"
19;31;43,3,9,115082,too_large,607848,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=87,a=4,b=344"
17;37;53;59,4,7,114710,too_large,2776776,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=119,a=4,b=472"
3;29;43;59,4,10,114561,too_large,1765752,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=87,a=4,b=344 | d=47,a=72,b=116 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=119,a=4,b=472"
5;31;41;59,4,11,114483,too_large,1799736,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=71,a=120,b=164 | d=119,a=4,b=472 | d=59,a=50,b=186"
17;19;23;29,4,9,114477,too_large,5170584,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152"
17;23;29;53,4,10,114304,too_large,627096,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53"
17;19;41;53,4,7,114255,too_large,990888,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=39,a=4,b=152"
5;31;37;59,4,12,114209,too_large,1624152,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=119,a=4,b=472 | d=59,a=50,b=186"
31;43;53,3,9,113975,too_large,1695576,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=87,a=4,b=344"
3;29;31;37,4,11,113931,too_large,798312,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=23,a=18,b=74 | d=95,a=8,b=372 | d=47,a=72,b=116 | d=71,a=36,b=248"
17;19;23;59,4,9,113823,too_large,457368,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=119,a=4,b=472"
17;23;53;59,4,10,113650,too_large,1275816,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=119,a=4,b=472"
3;19;43;59,4,11,113439,too_large,1156872,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=6,b=86 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=119,a=4,b=472"
5;17;31;41,4,11,113319,too_large,518568,,,,,"d=11,a=3,b=41 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=71,a=120,b=164 | d=59,a=50,b=186"
17;19;37;53,4,7,113167,too_large,894216,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=39,a=4,b=152"
3;5;37;43,4,10,113103,too_large,572760,,,,,"d=11,a=1,b=43 | d=19,a=2,b=74 | d=23,a=6,b=86 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=87,a=4,b=344 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=35,a=54,b=86 | d=95,a=36,b=344"
5;17;31;37,4,12,113045,too_large,467976,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=59,a=50,b=186"
3;17;23;41,4,8,112965,too_large,384744,,,,,"d=11,a=3,b=41 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=11,a=17,b=27"
5;19;31;41,4,11,112940,too_large,579576,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=71,a=120,b=164 | d=59,a=50,b=186"
5;29;31;59,4,12,112821,too_large,6364920,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=39,a=40,b=116 | d=119,a=4,b=472 | d=59,a=50,b=186"
3;19;31;37,4,12,112809,too_large,523032,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=23,a=18,b=74 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=36,b=248"
5;19;31;37,4,12,112666,too_large,523032,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=59,a=50,b=186"
3;29;43;53,4,11,112656,too_large,1586184,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=47,a=72,b=116 | d=71,a=72,b=212 | d=35,a=54,b=86 | d=95,a=36,b=344"
5;31;41;53,4,12,112338,too_large,1616712,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=71,a=120,b=164 | d=59,a=50,b=186 | d=39,a=50,b=106"
29;43;59,3,7,112317,too_large,1765752,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=87,a=4,b=344 | d=119,a=4,b=472"
3;31;37;59,4,10,112267,too_large,1624152,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=23,a=18,b=74 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=119,a=4,b=472"
17;19;23;53,4,10,112107,too_large,410856,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=19,a=23,b=53"
5;31;37;53,4,13,112064,too_large,1458984,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=59,a=50,b=186 | d=39,a=50,b=106"
19;29;31;59,4,10,112005,too_large,780216,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=119,a=4,b=472"
5;17;29;31,4,12,111657,too_large,1833960,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=39,a=40,b=116 | d=59,a=50,b=186"
3;37;43,3,8,111541,too_large,343656,,,,,"d=11,a=1,b=43 | d=19,a=2,b=74 | d=23,a=6,b=86 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=87,a=4,b=344 | d=35,a=54,b=86 | d=95,a=36,b=344"
3;19;43;53,4,12,111534,too_large,1039224,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=72,b=212 | d=35,a=54,b=86 | d=95,a=36,b=344"
5;17;43;59,4,8,111288,too_large,1035096,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=39,a=20,b=136 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=119,a=4,b=472"
5;19;29;31,4,12,111278,too_large,2049720,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=39,a=40,b=116 | d=59,a=50,b=186"
3;17;29;43,4,11,111114,too_large,508776,,,,,"d=11,a=1,b=43 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=11,a=17,b=27 | d=87,a=4,b=344 | d=47,a=72,b=116 | d=15,a=17,b=43 | d=35,a=54,b=86 | d=95,a=36,b=344"
3;43;53;59,4,10,110992,too_large,3227064,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=71,a=72,b=212 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=119,a=4,b=472"
29;31;53;59,4,10,110898,too_large,2176392,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=119,a=4,b=472"
19;29;43,3,7,110774,too_large,568632,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=87,a=4,b=344"
5;29;31;53,4,13,110676,too_large,5717640,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=39,a=40,b=116 | d=59,a=50,b=186 | d=39,a=50,b=106"
3;31;37;53,4,11,110362,too_large,1458984,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=23,a=18,b=74 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=71,a=72,b=212 | d=71,a=36,b=248"
19;43;59,3,7,110120,too_large,1156872,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=6,b=86 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=119,a=4,b=472"
5;19;43;59,4,7,110120,too_large,1156872,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=6,b=86 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=119,a=4,b=472"
17;37;41,3,5,110044,too_large,618936,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=47,a=24,b=164"
3;17;19;43,4,12,109992,too_large,333336,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=87,a=4,b=344 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=15,a=17,b=43 | d=35,a=54,b=86 | d=95,a=36,b=344"
5;17;19;43,4,8,109745,too_large,333336,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=39,a=20,b=136 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=15,a=17,b=43"
29;43;53,3,7,109667,too_large,1586184,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=87,a=4,b=344"
5;43;53;59,4,8,109518,too_large,3227064,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=119,a=4,b=472 | d=39,a=50,b=106"
3;17;43;59,4,10,109450,too_large,1035096,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=11,a=17,b=27 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=119,a=4,b=472"
19;29;31;53,4,10,109355,too_large,700872,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372"
5;17;43;53,4,9,109143,too_large,929832,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=39,a=50,b=106"
43;53;59,3,7,109013,too_large,3227064,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=119,a=4,b=472"
3;19;29;37,4,10,108782,too_large,489288,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=23,a=18,b=74 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116"
19;31;53;59,4,10,108701,too_large,1425912,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=119,a=4,b=472"
17;23;37,3,8,108482,too_large,347208,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=15,a=23,b=37"
3;5;23;43,4,10,108476,too_large,1068120,,,,,"d=11,a=1,b=43 | d=23,a=23,b=69 | d=23,a=6,b=86 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=87,a=4,b=344 | d=35,a=54,b=86 | d=95,a=36,b=344"
17;31;43,3,9,108263,too_large,543864,,,,,"d=11,a=1,b=43 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=15,a=17,b=43"
3;29;37;59,4,8,108240,too_large,1519368,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=23,a=18,b=74 | d=47,a=72,b=116 | d=119,a=4,b=472"
17;23;41,3,7,108050,too_large,384744,,,,,"d=11,a=3,b=41 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276"
3;17;31;37,4,10,108031,too_large,467976,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=23,a=18,b=74 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=71,a=36,b=248"
5;19;43;53,4,8,107975,too_large,1039224,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=39,a=50,b=106"
3;29;31;41,4,10,107971,too_large,884616,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=47,a=72,b=116 | d=71,a=36,b=248"
