n,d,a,b,x,y,z,verified,covered_by_divisor,n_mod_120,n_mod_840,n_mod_2520,n_mod_27720
13177,3,2,10,3295,86836430,17367286,True,,97,577,577,13177
13201,,,,,,,True,43,1,601,601,13201
13225,,,,,,,True,5,25,625,625,13225
13249,11,5,39,3315,35136348,4504660,True,,49,649,649,13249
13273,,,,,,,True,13,73,673,673,13273
13297,3,2,10,3325,88425050,17685010,True,,97,697,697,13297
13321,,,,,,,True,7,1,721,721,13321
13345,,,,,,,True,5,25,745,745,13345
13369,,,,,,,True,29,49,769,769,13369
13393,,,,,,,True,59,73,793,793,13393
13417,3,1,11,3355,180056140,16368740,True,,97,817,817,13417
13441,11,6,38,3363,30134722,4758114,True,,1,1,841,13441
13465,,,,,,,True,5,25,25,865,13465
13489,,,,,,,True,7,49,49,889,13489
13513,7,2,26,3380,91347880,7026760,True,,73,73,913,13513
13537,3,2,10,3385,91645490,18329098,True,,97,97,937,13537
13561,,,,,,,True,71,1,121,961,13561
13585,,,,,,,True,5,25,145,985,13585
13609,,,,,,,True,31,49,169,1009,13609
13633,7,8,20,3410,23244265,9297706,True,,73,193,1033,13633
13657,,,,,,,True,7,97,217,1057,13657
13681,3,1,11,3421,187210804,17019164,True,,1,241,1081,13681
13705,,,,,,,True,5,25,265,1105,13705
13729,47,24,164,3444,7880446,1153236,True,,49,289,1129,13729
13753,,,,,,,True,17,73,313,1153,13753
13777,,,,,,,True,23,97,337,1177,13777
13801,,,,,,,True,37,1,361,1201,13801
13825,,,,,,,True,5,25,385,1225,13825
13849,,,,,,,True,11,49,409,1249,13849
13873,7,8,20,3470,24069655,9627862,True,,73,433,1273,13873
13897,,,,,,,True,13,97,457,1297,13897
13921,11,1,43,3483,193947372,4510404,True,,1,481,1321,13921
13945,,,,,,,True,5,25,505,1345,13945
13969,,,,,,,True,61,49,529,1369,13969
13993,,,,,,,True,7,73,553,1393,13993
14017,,,,,,,True,107,97,577,1417,14017
14041,,,,,,,True,19,1,601,1441,14041
14065,,,,,,,True,5,25,625,1465,14065
14089,,,,,,,True,73,49,649,1489,14089
14113,,,,,,,True,11,73,673,1513,14113
14137,,,,,,,True,67,97,697,1537,14137
14161,,,,,,,True,7,1,721,1561,14161
14185,,,,,,,True,5,25,745,1585,14185
14209,,,,,,,True,13,49,769,1609,14209
14233,,,,,,,True,43,73,793,1633,14233
14257,,,,,,,True,53,97,817,1657,14257
14281,19,11,65,3575,18565300,3141820,True,,1,1,1681,14281
14305,,,,,,,True,5,25,25,1705,14305
14329,,,,,,,True,7,49,49,1729,14329
14353,,,,,,,True,31,73,73,1753,14353
14377,,,,,,,True,11,97,97,1777,14377
14401,39,4,152,3610,51987610,1368095,True,,1,121,1801,14401
14425,,,,,,,True,5,25,145,1825,14425
14449,7,2,26,3614,104437372,8033644,True,,49,169,1849,14449
14473,,,,,,,True,41,73,193,1873,14473
14497,,,,,,,True,7,97,217,1897,14497
14521,,,,,,,True,13,1,241,1921,14521
14545,,,,,,,True,5,25,265,1945,14545
14569,,,,,,,True,17,49,289,1969,14569
14593,7,8,20,3650,26632225,10652890,True,,73,313,1993,14593
14617,,,,,,,True,47,97,337,2017,14617
14641,,,,,,,True,11,1,361,2041,14641
14665,,,,,,,True,5,25,385,2065,14665
14689,,,,,,,True,37,49,409,2089,14689
14713,7,5,23,3680,43315072,9416320,True,,73,433,2113,14713
14737,3,1,11,3685,217223380,19747580,True,,97,457,2137,14737
14761,,,,,,,True,29,1,481,2161,14761
14785,,,,,,,True,5,25,505,2185,14785
14809,,,,,,,True,59,49,529,2209,14809
14833,,,,,,,True,7,73,553,2233,14833
14857,,,,,,,True,83,97,577,2257,14857
14881,,,,,,,True,23,1,601,2281,14881
14905,,,,,,,True,5,25,625,2305,14905
14929,19,2,74,3737,111579346,3015658,True,,49,649,2329,14929
14953,,,,,,,True,19,73,673,2353,14953
14977,,,,,,,True,17,97,697,2377,14977
15001,,,,,,,True,7,1,721,2401,15001
15025,,,,,,,True,5,25,745,2425,15025
15049,,,,,,,True,101,49,769,2449,15049
15073,7,2,26,3770,113650420,8742340,True,,73,793,2473,15073
15097,,,,,,,True,31,97,817,2497,15097
15121,15,16,44,3784,14304466,5201624,True,,1,1,1,15121
15145,,,,,,,True,5,25,25,25,15145
15169,,,,,,,True,7,49,49,49,15169
15193,7,8,20,3800,28866700,11546680,True,,73,73,73,15193
15217,3,2,10,3805,115801370,23160274,True,,97,97,97,15217
15241,11,3,41,3813,77485244,5669652,True,,1,121,121,15241
15265,,,,,,,True,5,25,145,145,15265
15289,11,10,34,3825,23392170,6880050,True,,49,169,169,15289
15313,7,8,20,3830,29324395,11729758,True,,73,193,193,15313
15337,,,,,,,True,7,97,217,217,15337
15361,11,2,42,3843,118064646,5622126,True,,1,241,241,15361
15385,,,,,,,True,5,25,265,265,15385
15409,,,,,,,True,19,49,289,289,15409
15433,,,,,,,True,11,73,313,313,15433
15457,,,,,,,True,13,97,337,337,15457
15481,,,,,,,True,113,1,361,361,15481
15505,,,,,,,True,5,25,385,385,15505
15529,,,,,,,True,53,49,409,409,15529
15553,,,,,,,True,103,73,433,433,15553
15577,,,,,,,True,37,97,457,457,15577
15601,19,5,71,3905,48737524,3432220,True,,1,481,481,15601
15625,,,,,,,True,5,25,505,505,15625
15649,11,15,29,3915,16337556,8450460,True,,49,529,529,15649
15673,,,,,,,True,7,73,553,553,15673
15697,,,,,,,True,11,97,577,577,15697
15721,,,,,,,True,79,1,601,601,15721
15745,,,,,,,True,5,25,625,625,15745
15769,,,,,,,True,13,49,649,649,15769
15793,,,,,,,True,17,73,673,673,15793
15817,3,2,10,3955,125112470,25022494,True,,97,697,697,15817
15841,,,,,,,True,7,1,721,721,15841
15865,,,,,,,True,5,25,745,745,15865
15889,15,4,56,3976,63174664,4512476,True,,49,769,769,15889
15913,7,8,20,3980,31666870,12666748,True,,73,793,793,15913
15937,3,2,10,3985,127017890,25403578,True,,97,817,817,15937
15961,,,,,,,True,11,1,1,841,15961
15985,,,,,,,True,5,25,25,865,15985
16009,,,,,,,True,7,49,49,889,16009
16033,7,8,20,4010,32146165,12858466,True,,73,73,913,16033
16057,3,1,11,4015,257875420,23443220,True,,97,97,937,16057
16081,,,,,,,True,13,1,121,961,16081
16105,,,,,,,True,5,25,145,985,16105
16129,,,,,,,True,127,49,169,1009,16129
16153,,,,,,,True,29,73,193,1033,16153
16177,,,,,,,True,7,97,217,1057,16177
16201,,,,,,,True,17,1,241,1081,16201
16225,,,,,,,True,5,25,265,1105,16225
16249,35,2,138,4071,132299358,1917382,True,,49,289,1129,16249
16273,7,8,20,4070,33115555,13246222,True,,73,313,1153,16273
16297,,,,,,,True,43,97,337,1177,16297
16321,,,,,,,True,19,1,361,1201,16321
16345,,,,,,,True,5,25,385,1225,16345
16369,11,2,42,4095,134062110,6383910,True,,49,409,1249,16369
16393,,,,,,,True,13,73,433,1273,16393
16417,3,2,10,4105,134783570,26956714,True,,97,457,1297,16417
16441,,,,,,,True,41,1,481,1321,16441
16465,,,,,,,True,5,25,505,1345,16465
16489,,,,,,,True,11,49,529,1369,16489
16513,,,,,,,True,7,73,553,1393,16513
16537,,,,,,,True,23,97,577,1417,16537
16561,15,4,56,4144,68628784,4902056,True,,1,601,1441,16561
16585,,,,,,,True,5,25,625,1465,16585
16609,,,,,,,True,17,49,649,1489,16609
16633,7,2,26,4160,138386560,10645120,True,,73,673,1513,16633
16657,3,2,10,4165,138752810,27750562,True,,97,697,1537,16657
16681,,,,,,,True,7,1,721,1561,16681
16705,,,,,,,True,5,25,745,1585,16705
16729,15,4,56,4186,70027594,5001971,True,,49,769,1609,16729
16753,,,,,,,True,11,73,793,1633,16753
16777,,,,,,,True,19,97,817,1657,16777
16801,,,,,,,True,53,1,1,1681,16801
16825,,,,,,,True,5,25,25,1705,16825
16849,,,,,,,True,7,49,49,1729,16849
16873,,,,,,,True,47,73,73,1753,16873
16897,,,,,,,True,61,97,97,1777,16897
16921,15,2,58,4234,143287028,4940932,True,,1,121,1801,16921
16945,,,,,,,True,5,25,145,1825,16945
16969,,,,,,,True,71,49,169,1849,16969
16993,7,8,20,4250,36110125,14444050,True,,73,193,1873,16993
17017,,,,,,,True,7,97,217,1897,17017
17041,11,2,42,4263,145291566,6918646,True,,1,241,1921,17041
17065,,,,,,,True,5,25,265,1945,17065
17089,,,,,,,True,23,49,289,1969,17089
17113,,,,,,,True,109,73,313,1993,17113
17137,3,2,10,4285,146864090,29372818,True,,97,337,2017,17137
17161,,,,,,,True,131,1,361,2041,17161
17185,,,,,,,True,5,25,385,2065,17185
17209,11,2,42,4305,148169490,7055690,True,,49,409,2089,17209
17233,,,,,,,True,19,73,433,2113,17233
17257,3,2,10,4315,148927910,29785582,True,,97,457,2137,17257
17281,,,,,,,True,11,1,481,2161,17281
17305,,,,,,,True,5,25,505,2185,17305
17329,,,,,,,True,13,49,529,2209,17329
17353,,,,,,,True,7,73,553,2233,17353
17377,3,1,11,4345,302012260,27455660,True,,97,577,2257,17377
17401,15,4,56,4354,75763954,5411711,True,,1,601,2281,17401
17425,,,,,,,True,5,25,625,2305,17425
17449,15,1,59,4366,304729336,5164904,True,,49,649,2329,17449
17473,,,,,,,True,101,73,673,2353,17473
17497,3,2,10,4375,153098750,30619750,True,,97,697,2377,17497
17521,,,,,,,True,7,1,721,2401,17521
17545,,,,,,,True,5,25,745,2425,17545
17569,7,2,26,4394,154396372,11876644,True,,49,769,2449,17569
17593,,,,,,,True,73,73,793,2473,17593
17617,,,,,,,True,79,97,817,2497,17617
17641,,,,,,,True,13,1,1,1,17641
17665,,,,,,,True,5,25,25,25,17665
17689,,,,,,,True,7,49,49,49,17689
17713,7,8,20,4430,39234295,15693718,True,,73,73,73,17713
17737,3,2,10,4435,157327190,31465438,True,,97,97,97,17737
17761,15,16,44,4444,19732471,7175444,True,,1,121,121,17761
17785,,,,,,,True,5,25,145,145,17785
17809,,,,,,,True,11,49,169,169,17809
17833,,,,,,,True,17,73,193,193,17833
17857,,,,,,,True,7,97,217,217,17857
17881,7,2,26,4472,159927664,12302128,True,,1,241,241,17881
17905,,,,,,,True,5,25,265,265,17905
17929,11,5,39,4485,64329252,8247340,True,,49,289,289,17929
17953,,,,,,,True,13,73,313,313,17953
17977,3,2,10,4495,161613230,32322646,True,,97,337,337,17977
18001,,,,,,,True,47,1,361,361,18001
18025,,,,,,,True,5,25,385,385,18025
18049,11,1,43,4515,325964940,7580580,True,,49,409,409,18049
18073,,,,,,,True,11,73,433,433,18073
18097,3,2,10,4525,163777850,32755570,True,,97,457,457,18097
18121,23,8,84,4536,41098428,3914136,True,,1,481,481,18121
18145,,,,,,,True,5,25,505,505,18145
18169,3,1,11,4543,330167068,30015188,True,,49,529,529,18169
18193,,,,,,,True,7,73,553,553,18193
18217,3,2,10,4555,165956870,33191374,True,,97,577,577,18217
18241,,,,,,,True,17,1,601,601,18241
18265,,,,,,,True,5,25,625,625,18265
18289,15,8,52,4576,41845232,6437728,True,,49,649,649,18289
18313,7,8,20,4580,41936770,16774708,True,,73,673,673,18313
18337,,,,,,,True,11,97,697,697,18337
18361,,,,,,,True,7,1,721,721,18361
18385,,,,,,,True,5,25,745,745,18385
18409,,,,,,,True,41,49,769,769,18409
18433,3,1,11,4609,339830788,30893708,True,,73,793,793,18433
18457,3,2,10,4615,170358110,34071622,True,,97,817,817,18457
18481,19,2,74,4625,170949250,4620250,True,,1,1,841,18481
18505,,,,,,,True,5,25,25,865,18505
18529,,,,,,,True,7,49,49,889,18529
18553,7,8,20,4640,43042960,17217184,True,,73,73,913,18553
18577,,,,,,,True,13,97,97,937,18577
18601,,,,,,,True,11,1,121,961,18601
18625,,,,,,,True,5,25,145,985,18625
18649,,,,,,,True,17,49,169,1009,18649
18673,,,,,,,True,71,73,193,1033,18673
18697,,,,,,,True,7,97,217,1057,18697
18721,,,,,,,True,97,1,241,1081,18721
18745,,,,,,,True,5,25,265,1105,18745
18769,,,,,,,True,137,49,289,1129,18769
18793,7,8,20,4700,44163550,17665420,True,,73,313,1153,18793
18817,,,,,,,True,31,97,337,1177,18817
18841,,,,,,,True,83,1,361,1201,18841
18865,,,,,,,True,5,25,385,1225,18865
18889,,,,,,,True,13,49,409,1249,18889
18913,7,8,20,4730,44729245,17891698,True,,73,433,1273,18913
18937,,,,,,,True,29,97,457,1297,18937
18961,,,,,,,True,67,1,481,1321,18961
18985,,,,,,,True,5,25,505,1345,18985
19009,15,2,58,4756,180813608,6234952,True,,49,529,1369,19009
19033,,,,,,,True,7,73,553,1393,19033
19057,,,,,,,True,17,97,577,1417,19057
19081,11,1,43,4773,364294452,8471964,True,,1,601,1441,19081
19105,,,,,,,True,5,25,625,1465,19105
19129,,,,,,,True,11,49,649,1489,19129
19153,,,,,,,True,107,73,673,1513,19153
19177,,,,,,,True,127,97,697,1537,19177
19201,,,,,,,True,7,1,721,1561,19201
19225,,,,,,,True,5,25,745,1585,19225
19249,15,4,56,4816,92703184,6621656,True,,49,769,1609,19249
19273,7,8,20,4820,46447930,18579172,True,,73,793,1633,19273
19297,,,,,,,True,23,97,817,1657,19297
19321,,,,,,,True,139,1,1,1681,19321
19345,,,,,,,True,5,25,25,1705,19345
19369,,,,,,,True,7,49,49,1729,19369
19393,,,,,,,True,11,73,73,1753,19393
19417,3,2,10,4855,188539070,37707814,True,,97,97,1777,19417
19441,7,2,26,4862,189044284,14541868,True,,1,121,1801,19441
19465,,,,,,,True,5,25,145,1825,19465
19489,3,1,11,4873,379879588,34534508,True,,49,169,1849,19489
19513,,,,,,,True,13,73,193,1873,19513
19537,,,,,,,True,7,97,217,1897,19537
19561,,,,,,,True,31,1,241,1921,19561
19585,,,,,,,True,5,25,265,1945,19585
19609,47,6,182,4914,64239084,2117772,True,,49,289,1969,19609
19633,,,,,,,True,29,73,313,1993,19633
19657,,,,,,,True,11,97,337,2017,19657
19681,39,20,136,4930,19405466,2853745,True,,1,361,2041,19681
19705,,,,,,,True,5,25,385,2065,19705
19729,,,,,,,True,109,49,409,2089,19729
19753,3,1,11,4939,390240268,35476388,True,,73,433,2113,19753
19777,3,2,10,4945,195594530,39118906,True,,97,457,2137,19777
19801,23,8,84,4956,49066878,4673036,True,,1,481,2161,19801
19825,,,,,,,True,5,25,505,2185,19825
19849,,,,,,,True,23,49,529,2209,19849
19873,,,,,,,True,7,73,553,2233,19873
19897,,,,,,,True,101,97,577,2257,19897
19921,,,,,,,True,11,1,601,2281,19921
19945,,,,,,,True,5,25,625,2305,19945
19969,,,,,,,True,19,49,649,2329,19969
19993,7,8,20,5000,49982500,19993000,True,,73,673,2353,19993
20017,,,,,,,True,37,97,697,2377,20017
20041,,,,,,,True,7,1,721,2401,20041
20065,,,,,,,True,5,25,745,2425,20065
20089,15,4,56,5026,100967314,7211951,True,,49,769,2449,20089
20113,7,8,20,5030,50584195,20233678,True,,73,793,2473,20113
20137,,,,,,,True,13,97,817,2497,20137
20161,11,3,41,5043,135562564,9919212,True,,1,1,1,20161
20185,,,,,,,True,5,25,25,25,20185
20209,,,,,,,True,7,49,49,49,20209
20233,7,5,23,5060,81903184,17805040,True,,73,73,73,20233
20257,,,,,,,True,47,97,97,97,20257
20281,,,,,,,True,17,1,121,121,20281
20305,,,,,,,True,5,25,145,145,20305
20329,,,,,,,True,29,49,169,169,20329
20353,7,8,20,5090,51798385,20719354,True,,73,193,193,20353
20377,,,,,,,True,7,97,217,217,20377
20401,,,,,,,True,23,1,241,241,20401
20425,,,,,,,True,5,25,265,265,20425
20449,,,,,,,True,11,49,289,289,20449
20473,,,,,,,True,59,73,313,313,20473
20497,,,,,,,True,103,97,337,337,20497
20521,63,4,248,5146,105601066,1703243,True,,1,361,361,20521
20545,,,,,,,True,5,25,385,385,20545
20569,,,,,,,True,67,49,409,409,20569
20593,7,8,20,5150,53026975,21210790,True,,73,433,433,20593
20617,,,,,,,True,53,97,457,457,20617
20641,23,8,84,5166,53315703,5077686,True,,1,481,481,20641
20665,,,,,,,True,5,25,505,505,20665
20689,,,,,,,True,17,49,529,529,20689
20713,,,,,,,True,7,73,553,553,20713
20737,,,,,,,True,89,97,577,577,20737
20761,,,,,,,True,13,1,601,601,20761
20785,,,,,,,True,5,25,625,625,20785
20809,3,1,11,5203,433076908,39370628,True,,49,649,649,20809
20833,,,,,,,True,83,73,673,673,20833
20857,3,2,10,5215,217538510,43507702,True,,97,697,697,20857
20881,,,,,,,True,7,1,721,721,20881
20905,,,,,,,True,5,25,745,745,20905
20929,15,4,56,5236,109584244,7827446,True,,49,769,769,20929
20953,,,,,,,True,23,73,793,793,20953
20977,,,,,,,True,11,97,817,817,20977
21001,7,2,26,5252,220594504,16968808,True,,1,1,841,21001
21025,,,,,,,True,5,25,25,865,21025
21049,,,,,,,True,7,49,49,889,21049
21073,,,,,,,True,13,73,73,913,21073
21097,,,,,,,True,17,97,97,937,21097
21121,95,68,312,5304,6589752,1436228,True,,1,121,961,21121
21145,,,,,,,True,5,25,145,985,21145
21169,47,32,156,5304,14035047,2878984,True,,49,169,1009,21169
21193,7,8,20,5300,56161450,22464580,True,,73,193,1033,21193
21217,,,,,,,True,7,97,217,1057,21217
21241,,,,,,,True,11,1,241,1081,21241
21265,,,,,,,True,5,25,265,1105,21265
21289,,,,,,,True,61,49,289,1129,21289
21313,7,2,26,5330,227196580,17476660,True,,73,313,1153,21313
21337,,,,,,,True,19,97,337,1177,21337
21361,,,,,,,True,41,1,361,1201,21361
21385,,,,,,,True,5,25,385,1225,21385
21409,,,,,,,True,79,49,409,1249,21409
21433,7,8,20,5360,57440440,22976176,True,,73,433,1273,21433
21457,,,,,,,True,43,97,457,1297,21457
21481,23,8,84,5376,57740928,5499136,True,,1,481,1321,21481
21505,,,,,,,True,5,25,505,1345,21505
21529,31,14,110,5390,33154660,4219684,True,,49,529,1369,21529
21553,,,,,,,True,7,73,553,1393,21553
21577,3,2,10,5395,232815830,46563166,True,,97,577,1417,21577
21601,3,1,11,5401,466668004,42424364,True,,1,601,1441,21601
21625,,,,,,,True,5,25,625,1465,21625
21649,11,6,38,5415,78152890,12339930,True,,49,649,1489,21649
21673,7,8,20,5420,58733830,23493532,True,,73,673,1513,21673
21697,,,,,,,True,13,97,697,1537,21697
21721,,,,,,,True,7,1,721,1561,21721
21745,,,,,,,True,5,25,745,1585,21745
21769,,,,,,,True,11,49,769,1609,21769
21793,,,,,,,True,19,73,793,1633,21793
21817,3,2,10,5455,238023470,47604694,True,,97,817,1657,21817
21841,47,36,152,5472,13279328,3145104,True,,1,1,1681,21841
21865,,,,,,,True,5,25,25,1705,21865
21889,,,,,,,True,7,49,49,1729,21889
21913,,,,,,,True,17,73,73,1753,21913
21937,3,2,10,5485,240648890,48129778,True,,97,97,1777,21937
21961,71,12,272,5508,40320396,1778841,True,,1,121,1801,21961
21985,,,,,,,True,5,25,145,1825,21985
22009,,,,,,,True,13,49,169,1849,22009
22033,,,,,,,True,11,73,193,1873,22033
22057,,,,,,,True,7,97,217,1897,22057
22081,,,,,,,True,71,1,241,1921,22081
22105,,,,,,,True,5,25,265,1945,22105
22129,3,1,11,5533,489759028,44523548,True,,49,289,1969,22129
22153,7,8,20,5540,61363810,24545524,True,,73,313,1993,22153
22177,,,,,,,True,67,97,337,2017,22177
22201,,,,,,,True,149,1,361,2041,22201
22225,,,,,,,True,5,25,385,2065,22225
22249,,,,,,,True,19,49,409,2089,22249
22273,7,8,20,5570,62030305,24812122,True,,73,433,2113,22273
22297,,,,,,,True,11,97,457,2137,22297
22321,,,,,,,True,13,1,481,2161,22321
22345,,,,,,,True,5,25,505,2185,22345
22369,71,20,264,5610,25098018,1901365,True,,49,529,2209,22369
22393,,,,,,,True,7,73,553,2233,22393
22417,,,,,,,True,29,97,577,2257,22417
22441,15,4,56,5614,125983774,8998841,True,,1,601,2281,22441
22465,,,,,,,True,5,25,625,2305,22465
22489,,,,,,,True,43,49,649,2329,22489
22513,,,,,,,True,47,73,673,2353,22513
22537,,,,,,,True,31,97,697,2377,22537
22561,,,,,,,True,7,1,721,2401,22561
22585,,,,,,,True,5,25,745,2425,22585
22609,,,,,,,True,23,49,769,2449,22609
22633,,,,,,,True,13,73,793,2473,22633
22657,,,,,,,True,139,97,817,2497,22657
22681,,,,,,,True,37,1,1,1,22681
22705,,,,,,,True,5,25,25,25,22705
22729,,,,,,,True,7,49,49,49,22729
22753,,,,,,,True,61,73,73,73,22753
22777,3,2,10,5695,259430030,51886006,True,,97,97,97,22777
22801,,,,,,,True,151,1,121,121,22801
22825,,,,,,,True,5,25,145,145,22825
22849,,,,,,,True,73,49,169,169,22849
22873,,,,,,,True,89,73,193,193,22873
22897,,,,,,,True,7,97,217,217,22897
22921,3,1,11,5731,525441004,47767364,True,,1,241,241,22921
22945,,,,,,,True,5,25,265,265,22945
22969,,,,,,,True,103,49,289,289,22969
22993,7,5,23,5750,105767800,22993000,True,,73,313,313,22993
23017,3,2,10,5755,264925670,52985134,True,,97,337,337,23017
23041,15,16,44,5764,33202081,12073484,True,,1,361,361,23041
23065,,,,,,,True,5,25,385,385,23065
23089,,,,,,,True,11,49,409,409,23089
23113,,,,,,,True,29,73,433,433,23113
23137,,,,,,,True,17,97,457,457,23137
23161,,,,,,,True,19,1,481,481,23161
23185,,,,,,,True,5,25,505,505,23185
23209,11,1,43,5805,538912980,12532860,True,,49,529,529,23209
23233,,,,,,,True,7,73,553,553,23233
23257,,,,,,,True,13,97,577,577,23257
23281,,,,,,,True,31,1,601,601,23281
23305,,,,,,,True,5,25,625,625,23305
23329,,,,,,,True,41,49,649,649,23329
23353,,,,,,,True,11,73,673,673,23353
23377,,,,,,,True,97,97,697,697,23377
23401,,,,,,,True,7,1,721,721,23401
23425,,,,,,,True,5,25,745,745,23425
23449,,,,,,,True,131,49,769,769,23449
23473,7,8,20,5870,68893255,27557302,True,,73,793,793,23473
23497,3,2,10,5875,276089750,55217950,True,,97,817,817,23497
23521,,,,,,,True,43,1,1,841,23521
23545,,,,,,,True,5,25,25,865,23545
23569,,,,,,,True,7,49,49,889,23569
23593,7,8,20,5900,69599350,27839740,True,,73,73,913,23593
23617,,,,,,,True,11,97,97,937,23617
23641,,,,,,,True,47,1,121,961,23641
23665,,,,,,,True,5,25,145,985,23665
23689,23,16,76,5928,35107098,7390968,True,,49,169,1009,23689
23713,,,,,,,True,23,73,193,1033,23713
23737,,,,,,,True,7,97,217,1057,23737
23761,11,2,42,5943,282423246,13448726,True,,1,241,1081,23761
23785,,,,,,,True,5,25,265,1105,23785
23809,,,,,,,True,29,49,289,1129,23809
23833,7,8,20,5960,71022340,28408936,True,,73,313,1153,23833
23857,3,2,10,5965,284614010,56922802,True,,97,337,1177,23857
23881,,,,,,,True,11,1,361,1201,23881
23905,,,,,,,True,5,25,385,1225,23905
23929,7,11,17,5984,52069504,33692032,True,,49,409,1249,23929
23953,,,,,,,True,17,73,433,1273,23953
23977,3,1,11,5995,574968460,52269860,True,,97,457,1297,23977
24001,23,1,91,6006,576600024,6336264,True,,1,481,1321,24001
24025,,,,,,,True,5,25,505,1345,24025
24049,23,24,68,6018,24121147,8513346,True,,49,529,1369,24049
24073,,,,,,,True,7,73,553,1393,24073
24097,3,2,10,6025,290368850,58073770,True,,97,577,1417,24097
24121,7,2,26,6032,290995744,22384288,True,,1,601,1441,24121
24145,,,,,,,True,5,25,625,1465,24145
24169,11,5,39,6045,116881284,14984780,True,,49,649,1489,24169
24193,,,,,,,True,13,73,673,1513,24193
24217,,,,,,,True,61,97,697,1537,24217
24241,,,,,,,True,7,1,721,1561,24241
24265,,,,,,,True,5,25,745,1585,24265
24289,,,,,,,True,107,49,769,1609,24289
24313,,,,,,,True,41,73,793,1633,24313
24337,3,2,10,6085,296181290,59236258,True,,97,817,1657,24337
24361,,,,,,,True,17,1,1,1681,24361
24385,,,,,,,True,5,25,25,1705,24385
24409,,,,,,,True,7,49,49,1729,24409
24433,,,,,,,True,53,73,73,1753,24433
24457,,,,,,,True,37,97,97,1777,24457
24481,47,42,146,6132,14296904,4112808,True,,1,121,1801,24481
24505,,,,,,,True,5,25,145,1825,24505
24529,,,,,,,True,19,49,169,1849,24529
24553,,,,,,,True,43,73,193,1873,24553
24577,,,,,,,True,7,97,217,1897,24577
24601,,,,,,,True,73,1,241,1921,24601
24625,,,,,,,True,5,25,265,1945,24625
24649,,,,,,,True,157,49,289,1969,24649
24673,,,,,,,True,11,73,313,1993,24673
24697,3,2,10,6175,305007950,61001590,True,,97,337,2017,24697
24721,,,,,,,True,59,1,361,2041,24721
24745,,,,,,,True,5,25,385,2065,24745
24769,,,,,,,True,17,49,409,2089,24769
