focus_r,d,a,b,missing_prime,count,avg_lift_ratio,example_residues
361,147,262,326,131,1,21353,103034972401
361,147,262,326,163,1,21353,103034972401
361,159,82,554,41,1,11357,123675912721
361,159,82,554,277,1,11357,123675912721
361,147,157,431,157,1,67667,132522030001
361,147,157,431,431,1,67667,132522030001
361,915,149,3511,149,1,523139,77363886961
361,915,149,3511,3511,1,523139,77363886961
361,263,306,746,3,1,19023,219595576561
361,263,306,746,17,1,19023,219595576561
361,263,306,746,373,1,19023,219595576561
361,111,172,272,17,1,731,232778025841
361,103,53,359,53,1,19027,258449111281
361,103,53,359,359,1,19027,258449111281
361,203,239,573,191,1,45649,322106465041
361,203,239,573,239,1,45649,322106465041
361,395,173,1407,67,1,11591,304934590321
361,395,173,1407,173,1,11591,304934590321
361,359,641,795,53,1,33973,324187904401
361,359,641,795,641,1,33973,324187904401
361,135,118,422,59,1,12449,337196900401
361,135,118,422,211,1,12449,337196900401
361,155,254,366,61,1,7747,355756401361
361,155,254,366,127,1,7747,355756401361
361,227,397,511,73,1,28981,364082158801
361,227,397,511,397,1,28981,364082158801
361,339,98,1258,17,1,4403,372234462961
361,107,31,397,397,1,397,429994405201
361,743,6,2966,1483,1,1483,420627928081
361,119,29,447,29,1,4321,456359303761
361,119,29,447,149,1,4321,456359303761
361,595,398,1982,199,1,197209,464338154641
361,595,398,1982,991,1,197209,464338154641
361,679,116,2600,5,1,145,462777075121
361,679,116,2600,29,1,145,462777075121
361,527,152,1956,163,1,163,476132977681
361,407,96,1532,383,1,383,38163565801
361,183,58,674,337,1,337,67477170121
361,143,186,386,31,1,5983,118125527881
361,143,186,386,193,1,5983,118125527881
361,171,142,542,71,1,19241,129573444361
361,171,142,542,271,1,19241,129573444361
361,159,206,430,43,1,4429,557135779561
361,159,206,430,103,1,4429,557135779561
361,143,201,371,53,1,3551,9543894721
361,143,201,371,67,1,3551,9543894721
361,239,185,771,37,1,9509,54815200801
361,239,185,771,257,1,9509,54815200801
361,239,464,492,29,1,1189,57417000001
361,299,290,906,29,1,4379,219248910241
361,299,290,906,151,1,4379,219248910241
361,479,656,1260,41,1,41,361307146561
361,179,101,615,41,1,4141,59671892641
361,179,101,615,101,1,4141,59671892641
361,195,41,739,41,1,30299,18910491961
361,195,41,739,739,1,30299,18910491961
361,179,19,697,41,1,41,32786754361
361,179,95,621,3,1,207,44581577401
361,179,95,621,23,1,207,44581577401
361,359,10,1426,31,1,713,39898338841
361,179,54,662,3,1,2979,94536122041
361,179,54,662,331,1,2979,94536122041
361,339,515,841,29,1,86623,96617561401
361,339,515,841,103,1,86623,96617561401
361,599,83,2313,3,1,63993,160448368441
361,599,83,2313,83,1,63993,160448368441
361,599,83,2313,257,1,63993,160448368441
361,111,62,382,31,1,5921,190455785881
361,111,62,382,191,1,5921,190455785881
361,131,71,453,71,1,10721,200689529401
361,131,71,453,151,1,10721,200689529401
361,327,64,1244,2,1,622,208321473721
361,327,64,1244,311,1,622,208321473721
361,431,22,1702,23,1,851,223932268921
361,199,272,524,131,1,131,237461624761
361,127,227,281,227,1,63787,264173429881
361,127,227,281,281,1,63787,264173429881
361,311,336,908,227,1,227,287242716121
361,83,153,179,3,1,537,297649912921
361,939,13,3743,197,1,197,309618189241
361,143,159,413,53,1,3127,405537853081
361,143,159,413,59,1,3127,405537853081
361,107,146,282,47,1,3431,406925479321
361,107,146,282,73,1,3431,406925479321
361,731,26,2898,3,1,69,363735612601
361,731,26,2898,23,1,69,363735612601
361,383,1,1531,1531,1,1531,405017493241
361,239,138,818,23,1,9407,414037063801
361,239,138,818,409,1,9407,414037063801
361,179,57,659,659,1,659,432249658201
361,359,24,1412,353,1,353,421495554841
361,423,604,1088,2,1,302,433290377881
361,423,604,1088,151,1,302,433290377881
361,239,89,867,17,1,1513,452196785401
361,239,89,867,89,1,1513,452196785401
361,155,73,547,73,1,39931,457226930521
361,155,73,547,547,1,39931,457226930521
361,155,106,514,53,1,13621,461910169081
361,155,106,514,257,1,13621,461910169081
361,287,324,824,3,1,2781,480122763481
361,287,324,824,103,1,2781,480122763481
361,199,119,677,677,1,677,505793848921
361,123,103,389,103,1,40067,513252339961
361,123,103,389,389,1,40067,513252339961
361,83,71,261,3,1,6177,518802844921
361,83,71,261,29,1,6177,518802844921
361,83,71,261,71,1,6177,518802844921
361,419,685,991,137,1,135767,511170900601
361,419,685,991,991,1,135767,511170900601
361,299,558,638,3,1,2697,521925003961
361,391,32,1532,383,1,383,520017017881
361,179,174,542,29,1,7859,545341196761
361,127,122,386,61,1,11773,553666954201
361,127,122,386,193,1,11773,553666954201
361,255,472,548,59,1,8083,548983715641
361,255,472,548,137,1,8083,548983715641
361,151,272,332,83,1,83,598417900441
361,91,167,197,167,1,32899,603794952121
361,91,167,197,197,1,32899,603794952121
361,255,488,532,61,1,61,630333303961
361,199,371,425,17,1,4505,13533560401
361,295,584,596,73,1,10877,29144355601
361,295,584,596,149,1,10877,29144355601
361,543,4,2168,271,1,271,623221719481
361,251,141,863,47,1,40561,33654140881
361,251,141,863,863,1,40561,33654140881
361,231,58,866,29,1,12557,35562126961
361,231,58,866,433,1,12557,35562126961
361,107,81,347,3,1,9369,61059759121
361,107,81,347,347,1,9369,61059759121
361,359,150,1286,5,1,3215,41806445041
361,359,150,1286,643,1,3215,41806445041
361,263,376,676,13,1,611,53080908241
361,263,376,676,47,1,611,53080908241
361,123,61,431,61,1,26291,96444228241
361,123,61,431,431,1,26291,96444228241
361,143,256,316,2,1,316,100780560241
361,143,256,316,79,1,316,100780560241
361,431,66,1658,829,1,829,96964588081
361,111,142,302,71,1,10721,113095743121
361,111,142,302,151,1,10721,113095743121
361,547,2,2186,1093,1,1093,98699120881
361,199,350,446,5,1,1115,121074594001
361,199,350,446,223,1,1115,121074594001
361,299,374,822,17,1,2329,184731947761
361,299,374,822,137,1,2329,184731947761
361,507,79,1949,79,1,153971,171029138641
361,507,79,1949,1949,1,153971,171029138641
361,679,26,2690,269,1,269,150908558161
361,139,233,323,17,1,3961,213351738961
361,139,233,323,233,1,3961,213351738961
361,443,3,1769,29,1,1769,192884251921
361,443,3,1769,61,1,1769,192884251921
361,215,404,456,101,1,101,222371309521
361,175,116,584,29,1,2117,232605053041
361,175,116,584,73,1,2117,232605053041
361,399,128,1468,2,1,734,243012249841
361,399,128,1468,367,1,734,243012249841
361,103,194,218,97,1,10573,128533085041
361,103,194,218,109,1,10573,128533085041
361,191,86,678,43,1,4859,1738977601
361,191,86,678,113,1,4859,1738977601
361,527,16,2092,523,1,523,273713480401
361,239,432,524,3,1,393,69906116641
361,239,432,524,131,1,393,69906116641
361,111,181,263,181,1,47603,102341880001
361,111,181,263,263,1,47603,102341880001
361,575,708,1592,59,1,11741,76150434721
361,575,708,1592,199,1,11741,76150434721
361,255,271,749,107,1,28997,121248287521
361,255,271,749,271,1,28997,121248287521
361,719,774,2102,43,1,45193,115871235841
361,719,774,2102,1051,1,45193,115871235841
361,591,133,2231,23,1,2231,143276854081
361,591,133,2231,97,1,2231,143276854081
361,287,152,996,83,1,83,179875496161
361,123,73,419,73,1,30587,12493321201
361,123,73,419,419,1,30587,12493321201
361,419,25,1651,5,1,635,6595909681
361,419,25,1651,127,1,635,6595909681
361,219,254,622,127,1,39497,29144836081
361,219,254,622,311,1,39497,29144836081
361,127,29,479,29,1,13891,139808028721
361,127,29,479,479,1,13891,139808028721
361,547,62,2126,31,1,32953,102168666961
361,547,62,2126,1063,1,32953,102168666961
361,87,37,311,37,1,11507,148654146001
361,87,37,311,311,1,11507,148654146001
361,131,101,423,3,1,14241,161142782161
361,131,101,423,47,1,14241,161142782161
361,131,101,423,101,1,14241,161142782161
361,75,61,239,61,1,14579,168774726481
361,75,61,239,239,1,14579,168774726481
361,271,212,872,53,1,5777,170682712561
361,271,212,872,109,1,5777,170682712561
361,167,144,524,3,1,393,7463296201
361,179,153,563,3,1,1689,54469135081
361,179,153,563,563,1,1689,54469135081
361,99,125,271,5,1,6775,66437411401
361,99,125,271,271,1,6775,66437411401
361,107,74,354,37,1,2183,110494544521
361,107,74,354,59,1,2183,110494544521
361,135,184,356,89,1,89,111361810921
361,471,16,1868,467,1,467,107372385481
361,383,178,1354,89,1,60253,120901741321
361,383,178,1354,677,1,60253,120901741321
361,311,388,856,97,1,10379,174325351561
361,311,388,856,107,1,10379,174325351561
361,255,2,1018,509,1,509,211444353481
361,563,14,2238,373,1,373,213352339561
361,215,268,592,37,1,2479,218555937961
361,215,268,592,67,1,2479,218555937961
361,143,131,441,3,1,2751,221504643721
361,143,131,441,7,1,2751,221504643721
361,143,131,441,131,1,2751,221504643721
361,639,40,2516,37,1,37,218035578121
361,123,101,391,101,1,101,256889112841
361,563,23,2229,743,1,743,644383740361
361,231,116,808,29,1,2929,723998795881
361,231,116,808,101,1,2929,723998795881
361,215,254,606,101,1,12827,236941985641
361,215,254,606,127,1,12827,236941985641
361,335,408,932,233,1,233,20472412321
361,1079,640,3676,919,1,919,573614802121
361,427,2,1706,853,1,853,61233933121
361,255,16,1004,251,1,251,572053842721
361,179,123,593,41,1,24313,392182791361
361,179,123,593,593,1,24313,392182791361
361,191,178,586,89,1,26077,872431921
361,191,178,586,293,1,26077,872431921
361,167,327,341,31,1,3379,42848125681
361,167,327,341,109,1,3379,42848125681
361,75,107,193,107,1,20651,88639791601
361,75,107,193,193,1,20651,88639791601
361,79,149,167,149,1,24883,106332026161
361,79,149,167,167,1,24883,106332026161
361,959,206,3630,103,1,103,518283325921
361,239,58,898,29,1,13021,116392316401
361,239,58,898,449,1,13021,116392316401
361,123,209,283,283,1,283,124718073841
361,199,245,551,7,1,203,144318294481
361,199,245,551,29,1,203,144318294481
361,719,96,2780,139,1,139,105985119601
361,399,125,1471,5,1,36775,1219458601
361,399,125,1471,1471,1,36775,1219458601
361,251,446,558,3,1,20739,29318889961
361,251,446,558,31,1,20739,29318889961
361,251,446,558,223,1,20739,29318889961
361,263,148,904,37,1,4181,54816522121
361,263,148,904,113,1,4181,54816522121
361,75,86,214,43,1,4601,88986818281
361,471,2,1882,941,1,941,109107398761
361,419,6,1670,167,1,167,125065100521
361,259,302,734,151,1,55417,176233818121
361,259,302,734,367,1,55417,176233818121
361,135,184,356,23,1,23,200864183881
361,239,135,821,3,1,7389,212832460201
361,239,135,821,821,1,7389,212832460201
361,299,470,726,11,1,517,221852030761
361,299,470,726,47,1,517,221852030761
361,195,46,734,23,1,8441,251165635081
361,195,46,734,367,1,8441,251165635081
361,179,305,411,61,1,8357,9198549721
361,179,305,411,137,1,8357,9198549721
361,575,8,2292,191,1,191,467461875241
361,551,236,1968,59,1,59,6249843961
361,455,188,1632,47,1,47,19779199801
361,227,142,766,71,1,27193,38512154041
361,227,142,766,383,1,27193,38512154041
361,359,200,1236,103,1,103,66264678841
361,395,586,994,71,1,20803,70427557561
361,395,586,994,293,1,20803,70427557561
361,95,131,249,83,1,10873,103904040601
361,95,131,249,131,1,10873,103904040601
361,279,376,740,37,1,1739,137033617081
361,279,376,740,47,1,1739,137033617081
361,339,527,829,31,1,25699,186120895321
361,339,527,829,829,1,25699,186120895321
361,759,56,2980,149,1,149,177968591161
361,155,278,342,3,1,417,210751261081
361,155,278,342,139,1,417,210751261081
361,391,188,1376,43,1,2021,239544505561
361,391,188,1376,47,1,2021,239544505561
361,155,57,563,563,1,563,261919978681
361,255,194,826,59,1,5723,263827964761
361,255,194,826,97,1,5723,263827964761
361,1319,12,5264,47,1,47,179356217401
361,311,162,1082,3,1,14607,317598481561
361,311,162,1082,541,1,14607,317598481561
361,139,41,515,103,1,103,335117262841
361,839,32,3324,277,1,277,312915243001
361,455,892,928,29,1,6467,343443020281
361,455,892,928,223,1,6467,343443020281
361,1779,1,7115,1423,1,1423,281520199321
361,1223,96,4796,109,1,109,392356845241
361,431,3,1721,1721,1,1721,428608580761
361,191,51,713,31,1,713,434852898841
361,179,50,666,3,1,111,448902614521
361,147,86,502,43,1,10793,472145354041
361,147,86,502,251,1,10793,472145354041
361,375,344,1156,17,1,731,492612841081
361,375,344,1156,43,1,731,492612841081
361,155,131,489,131,1,21353,568585377721
361,155,131,489,163,1,21353,568585377721
361,419,130,1546,773,1,773,571013723641
361,179,206,510,103,1,103,598072435321
361,239,290,666,3,1,87,20126346601
361,239,226,730,73,1,8249,46838151721
361,239,226,730,113,1,8249,46838151721
361,287,216,932,3,1,2097,52562109961
361,287,216,932,233,1,2097,52562109961
361,155,54,566,283,1,283,884270587561
361,791,32,3132,3,1,261,58286068201
361,791,32,3132,29,1,261,58286068201
361,575,696,1604,29,1,11629,120555795721
361,575,696,1604,401,1,11629,120555795721
361,215,102,758,379,1,379,633630597961
361,419,34,1642,821,1,821,960936937321
361,159,263,373,263,1,98099,43889566081
361,159,263,373,373,1,98099,43889566081
361,191,51,713,17,1,391,43195752961
361,143,73,499,73,1,36427,53082589921
361,143,73,499,499,1,36427,53082589921
361,143,204,368,17,1,391,82743100801
361,143,204,368,23,1,391,82743100801
361,719,596,2280,149,1,149,37471794721
361,67,17,251,17,1,4267,124718794561
361,143,23,549,3,1,4209,182478736801
361,143,23,549,23,1,4209,182478736801
361,143,23,549,61,1,4209,182478736801
361,639,16,2540,127,1,127,160797076801
361,119,166,310,83,1,83,187161975361
361,467,354,1514,59,1,44663,203466583681
361,467,354,1514,757,1,44663,203466583681
361,959,800,3036,5,1,115,160450170241
361,959,800,3036,23,1,115,160450170241
361,131,191,333,3,1,21201,252033502081
361,131,191,333,37,1,21201,252033502081
361,131,191,333,191,1,21201,252033502081
361,211,23,821,23,1,18883,250125516001
361,211,23,821,821,1,18883,250125516001
361,179,194,522,3,1,8439,5903417881
361,179,194,522,29,1,8439,5903417881
361,179,194,522,97,1,8439,5903417881
361,299,95,1101,367,1,367,18045147481
361,215,108,752,3,1,423,83437034041
361,215,108,752,47,1,423,83437034041
361,471,116,1768,29,1,29,72162570841
361,375,152,1348,337,1,337,95231857081
361,203,94,718,47,1,16873,121076395801
361,203,94,718,359,1,16873,121076395801
361,75,103,197,103,1,20291,15790374961
361,75,103,197,197,1,20291,15790374961
361,759,232,2804,29,1,20329,126626900761
361,759,232,2804,701,1,20329,126626900761
361,115,47,413,47,1,2773,70601611441
361,623,64,2428,2,1,1214,43716353041
361,623,64,2428,607,1,1214,43716353041
361,179,94,622,47,1,14617,225842297041
361,179,94,622,311,1,14617,225842297041
361,259,41,995,41,1,8159,900228649681
361,259,41,995,199,1,8159,900228649681
361,315,181,1079,83,1,15023,278919000721
361,315,181,1079,181,1,15023,278919000721
361,367,476,992,31,1,31,169816887601
361,639,10,2546,67,1,67,10586776561
361,135,83,457,83,1,37931,732152421361
361,135,83,457,457,1,37931,732152421361
361,639,340,2216,277,1,277,343790527441
361,95,173,207,23,1,3979,5903658121
361,95,173,207,173,1,3979,5903658121
361,335,228,1112,139,1,139,105118814161
361,411,437,1207,23,1,1633,979843705201
361,411,437,1207,71,1,1633,979843705201
361,279,200,916,5,1,1145,19779920521
361,279,200,916,229,1,1145,19779920521
361,203,46,766,23,1,8809,32615463241
361,203,46,766,383,1,8809,32615463241
361,155,142,478,71,1,16969,44583739561
361,155,142,478,239,1,16969,44583739561
361,215,124,736,23,1,713,42675753481
361,215,124,736,31,1,713,42675753481
361,203,138,674,23,1,7751,96446270281
361,203,138,674,337,1,7751,96446270281
361,759,28,3008,2,1,94,14923228681
361,759,28,3008,47,1,94,14923228681
361,191,222,542,37,1,10027,99048069481
361,191,222,542,271,1,10027,99048069481
361,147,46,542,23,1,6233,106680013801
361,147,46,542,271,1,6233,106680013801
361,751,152,2852,23,1,713,79794755401
361,751,152,2852,31,1,713,79794755401
361,539,111,2045,37,1,15133,168429381481
361,539,111,2045,409,1,15133,168429381481
361,71,103,181,103,1,18643,234168174601
361,71,103,181,181,1,18643,234168174601
361,695,12,2768,173,1,173,210751981801
361,439,296,1460,37,1,2701,236423067241
361,439,296,1460,73,1,2701,236423067241
361,155,227,393,131,1,29737,250125876361
361,155,227,393,227,1,29737,250125876361
361,91,107,257,107,1,27499,276317321641
361,91,107,257,257,1,27499,276317321641
361,127,62,446,31,1,6913,277184588041
361,127,62,446,223,1,6913,277184588041
361,275,243,857,3,1,23139,286377611881
361,275,243,857,857,1,23139,286377611881
361,143,114,458,229,1,229,293142289801
361,115,131,329,47,1,6157,303896393161
361,99,59,337,59,1,19883,320201001481
361,99,59,337,337,1,19883,320201001481
361,551,368,1836,3,1,69,304416753001
361,551,368,1836,23,1,69,304416753001
361,419,78,1598,47,1,47,374838784681
361,299,206,990,3,1,309,19606587361
361,299,206,990,103,1,309,19606587361
361,95,41,339,41,1,4633,28626157921
361,95,41,339,113,1,4633,28626157921
361,563,726,1526,11,1,1199,17004788161
361,563,726,1526,109,1,1199,17004788161
361,711,8,2836,709,1,709,38686448161
361,191,73,691,73,1,50443,74938183681
361,191,73,691,691,1,50443,74938183681
361,1751,372,6632,31,1,25699,147441534601
361,1751,372,6632,829,1,25699,147441534601
361,87,109,239,109,1,26051,116566970881
361,87,109,239,239,1,26051,116566970881
361,299,51,1145,17,1,3893,111189919201
361,299,51,1145,229,1,3893,111189919201
361,407,152,1476,3,1,123,106506680641
361,407,152,1476,41,1,123,106506680641
361,419,30,1646,823,1,823,169296768001
361,155,222,398,199,1,199,189070441921
361,679,20,2696,337,1,337,203120157601
361,119,62,414,3,1,2139,243881678401
361,119,62,414,23,1,2139,243881678401
361,119,62,414,31,1,2139,243881678401
361,119,232,244,29,1,1769,244055131681
361,119,232,244,61,1,1769,244055131681
361,383,444,1088,2,1,34,242494052161
361,383,444,1088,17,1,34,242494052161
361,227,287,621,3,1,8487,262614632641
361,227,287,621,23,1,8487,262614632641
361,227,287,621,41,1,8487,262614632641
361,575,208,2092,523,1,523,252207435841
361,343,116,1256,29,1,4553,265736791681
361,343,116,1256,157,1,4553,265736791681
361,479,48,1868,467,1,467,292622050081
361,279,194,922,97,1,44717,315864789601
361,279,194,922,461,1,44717,315864789601
361,83,34,298,17,1,2533,324537453601
361,103,29,383,29,1,11107,327659612641
361,103,29,383,383,1,11107,327659612641
361,199,215,581,43,1,3569,329914505281
361,199,215,581,83,1,3569,329914505281
361,311,98,1146,7,1,1337,44757433081
361,311,98,1146,191,1,1337,44757433081
361,539,2,2154,359,1,359,32789156761
361,131,218,306,109,1,109,75805570201
361,395,54,1526,3,1,327,129576087001
361,395,54,1526,109,1,327,129576087001
361,311,422,822,137,1,28907,156287892121
361,311,422,822,211,1,28907,156287892121
361,131,102,422,211,1,211,184907683321
361,479,84,1832,229,1,229,189417468601
361,195,271,509,271,1,137939,216129273721
361,195,271,509,509,1,137939,216129273721
361,159,43,593,43,1,25499,237464027161
361,159,43,593,593,1,25499,237464027161
361,299,29,1167,29,1,11281,247524317401
361,299,29,1167,389,1,11281,247524317401
361,479,196,1720,7,1,301,255329715001
361,479,196,1720,43,1,301,255329715001
361,519,304,1772,443,1,443,253421728921
361,75,43,257,43,1,11051,266430724921
361,75,43,257,257,1,11051,266430724921
361,139,95,461,461,1,461,302855913721
361,123,59,433,59,1,25547,312916203961
361,123,59,433,433,1,25547,312916203961
361,719,740,2136,37,1,3293,294703609561
361,719,740,2136,89,1,3293,294703609561
361,179,159,557,53,1,29521,331128798361
361,179,159,557,557,1,29521,331128798361
361,87,41,307,307,1,307,350035205881
361,143,103,469,67,1,6901,357146790361
361,143,103,469,103,1,6901,357146790361
361,87,134,214,67,1,7169,8505817681
361,87,134,214,107,1,7169,8505817681
361,59,73,163,73,1,11899,55338203281
361,59,73,163,163,1,11899,55338203281
361,211,341,503,31,1,15593,79621662481
361,211,341,503,503,1,15593,79621662481
361,239,370,586,37,1,10841,89508499441
361,239,370,586,293,1,10841,89508499441
361,575,597,1703,131,1,26069,94365191281
361,575,597,1703,199,1,26069,94365191281
361,175,92,608,23,1,23,146748081841
361,135,94,446,47,1,10481,161144704081
361,135,94,446,223,1,10481,161144704081
361,175,212,488,53,1,3233,172072260721
361,71,107,177,59,1,6313,195141546961
361,71,107,177,107,1,6313,195141546961
361,215,23,837,3,1,2139,269379550801
361,215,23,837,23,1,2139,269379550801
361,215,23,837,31,1,2139,269379550801
361,227,327,581,83,1,9047,317773015921
361,227,327,581,109,1,9047,317773015921
361,191,37,727,37,1,26899,329567838961
361,191,37,727,727,1,26899,329567838961
361,135,19,521,521,1,521,37992995401
361,1991,168,7796,1949,1,1949,261053673241
361,255,82,938,41,1,2747,58113575881
361,255,82,938,67,1,2747,58113575881
361,95,34,346,173,1,173,99915816361
361,159,226,410,41,1,4633,120036396841
361,159,226,410,113,1,4633,120036396841
361,191,262,502,131,1,32881,125760355081
361,191,262,502,251,1,32881,125760355081
361,251,86,918,3,1,387,171898927561
361,251,86,918,43,1,387,171898927561
361,115,197,263,197,1,51811,191152241641
361,115,197,263,263,1,51811,191152241641
361,407,72,1556,3,1,1167,187683176041
361,407,72,1556,389,1,1167,187683176041
361,143,238,334,167,1,167,42676233961
361,1095,196,4184,7,1,3661,106507041001
361,1095,196,4184,523,1,3661,106507041001
361,551,12,2192,137,1,137,204161237641
361,163,206,446,103,1,22969,23770066681
361,163,206,446,223,1,22969,23770066681
361,359,496,940,31,1,1457,30708197881
361,359,496,940,47,1,1457,30708197881
361,395,686,894,7,1,7301,46492446361
361,395,686,894,149,1,7301,46492446361
361,167,172,496,31,1,1333,63317414521
361,167,172,496,43,1,1333,63317414521
361,239,71,885,59,1,4189,118995917401
361,239,71,885,71,1,4189,118995917401
361,455,69,1751,103,1,103,414039946681
361,479,630,1286,643,1,643,85345981081
361,207,272,556,139,1,139,17005508881
361,87,149,199,149,1,29651,21341840881
361,87,149,199,199,1,29651,21341840881
361,91,38,326,163,1,163,28973785201
361,327,1,1307,1307,1,1307,24290546641
361,71,118,166,59,1,4897,48920912401
361,71,118,166,83,1,4897,48920912401
361,311,72,1172,3,1,879,61409548561
361,311,72,1172,293,1,879,61409548561
361,591,448,1916,2,1,958,44931486961
361,591,448,1916,479,1,958,44931486961
361,87,79,269,79,1,21251,553669957201
361,87,79,269,269,1,21251,553669957201
361,243,38,934,467,1,467,286378452721
361,115,59,401,59,1,23659,51175925161
361,115,59,401,401,1,23659,51175925161
361,495,1,1979,1979,1,1979,44584700521
361,83,103,229,103,1,23587,69388519561
361,83,103,229,229,1,23587,69388519561
361,415,146,1514,73,1,55261,65746000681
361,415,146,1514,757,1,55261,65746000681
361,279,380,736,23,1,23,101130469801
361,123,109,383,109,1,41747,417509252521
361,123,109,383,383,1,41747,417509252521
361,503,68,1944,3,1,459,71470199161
361,503,68,1944,17,1,459,71470199161
361,243,53,919,53,1,48707,134780646361
361,243,53,919,919,1,48707,134780646361
361,455,92,1728,2,1,138,164441157241
361,455,92,1728,3,1,138,164441157241
361,455,92,1728,23,1,138,164441157241
361,647,252,2336,73,1,73,184908644281
361,155,163,457,163,1,74491,219599300281
361,155,163,457,457,1,74491,219599300281
361,311,7,1237,1237,1,1237,269553844921
361,839,1280,2076,2,1,1384,276491976121
361,839,1280,2076,173,1,1384,276491976121
361,219,151,725,5,1,21895,375707252281
361,219,151,725,29,1,21895,375707252281
361,219,151,725,151,1,21895,375707252281
361,863,214,3238,107,1,173233,405888123001
361,863,214,3238,1619,1,173233,405888123001
361,115,101,359,101,1,36259,452373602041
361,115,101,359,359,1,36259,452373602041
361,167,64,604,2,1,302,479952673561
361,167,64,604,151,1,302,479952673561
361,107,47,381,127,1,127,515163689401
361,131,67,457,67,1,30619,586106080921
361,131,67,457,457,1,30619,586106080921
361,111,137,307,137,1,42059,594952198201
361,111,137,307,307,1,42059,594952198201
361,79,59,257,59,1,15163,618715297561
361,79,59,257,257,1,15163,618715297561
361,279,172,944,43,1,2537,619756017241
361,279,172,944,59,1,2537,619756017241
361,639,856,1700,5,1,9095,587493707161
361,639,856,1700,17,1,9095,587493707161
361,639,856,1700,107,1,9095,587493707161
361,99,134,262,67,1,8777,703533951481
361,99,134,262,131,1,8777,703533951481
361,207,244,584,61,1,4453,753661949401
361,207,244,584,73,1,4453,753661949401
361,443,618,1154,103,1,59431,14924550001
361,443,618,1154,577,1,59431,14924550001
361,203,73,739,73,1,53947,35392037041
361,203,73,739,739,1,53947,35392037041
361,215,29,831,277,1,277,42850528081
361,159,304,332,83,1,83,45799233841
361,239,170,786,17,1,2227,53257724881
361,239,170,786,131,1,2227,53257724881
361,159,95,541,541,1,541,63491468401
361,239,412,544,17,1,1751,70949959441
361,239,412,544,103,1,1751,70949959441
361,399,68,1528,17,1,3247,65919814321
361,399,68,1528,191,1,3247,65919814321
361,479,21,1895,379,1,379,89509460401
361,143,61,511,61,1,4453,143453430481
361,143,61,511,73,1,4453,143453430481
361,79,83,233,83,1,19339,151258828081
361,79,83,233,233,1,19339,151258828081
361,299,25,1171,5,1,5855,141545444401
361,299,25,1171,1171,1,5855,141545444401
361,135,136,404,17,1,1717,156635879761
361,135,136,404,101,1,1717,156635879761
361,263,1,1051,1051,1,1051,196703587441
361,339,250,1106,5,1,1975,200866466161
361,339,250,1106,79,1,1975,200866466161
361,579,47,2269,47,1,106643,186469843921
361,579,47,2269,2269,1,106643,186469843921
361,367,56,1412,353,1,353,234516402481
361,219,206,670,67,1,6901,261054754321
361,219,206,670,103,1,6901,261054754321
361,339,257,1099,157,1,40349,260881301041
361,339,257,1099,257,1,40349,260881301041
361,191,356,408,17,1,1513,278573535601
361,231,232,692,173,1,173,296265770161
361,455,24,1796,449,1,449,288980732401
361,311,6,1238,619,1,619,314651817841
361,95,111,269,37,1,9953,326967000721
361,95,111,269,269,1,9953,326967000721
361,519,440,1636,409,1,409,302683541521
361,135,257,283,257,1,72731,5731766401
361,135,257,283,283,1,72731,5731766401
361,255,74,946,37,1,37,9894645121
361,87,157,191,157,1,29987,36606450241
361,87,157,191,191,1,29987,36606450241
361,279,235,881,881,1,881,28801052641
361,99,47,349,349,1,349,87948621121
361,535,1064,1076,269,1,269,106681575361
361,227,42,866,433,1,433,141892591201
361,239,206,750,5,1,2575,142239497761
361,239,206,750,103,1,2575,142239497761
361,99,166,230,23,1,1909,169818569281
361,419,533,1143,3,1,15621,150391801921
361,419,533,1143,41,1,15621,150391801921
361,419,533,1143,127,1,15621,150391801921
361,75,89,211,89,1,18779,206070304801
361,75,89,211,211,1,18779,206070304801
361,419,545,1131,29,1,3161,183347925121
361,419,545,1131,109,1,3161,183347925121
361,287,96,1052,263,1,263,212314622881
361,255,206,814,37,1,3811,215263328641
361,255,206,814,103,1,3811,215263328641
361,143,254,318,53,1,6731,243189306721
361,143,254,318,127,1,6731,243189306721
361,155,122,498,61,1,5063,242842400161
361,155,122,498,83,1,5063,242842400161
361,215,72,788,3,1,591,244230026401
361,179,354,362,59,1,10679,251168157601
361,179,354,362,181,1,10679,251168157601
361,911,2,3642,607,1,607,190112603041
361,143,158,414,3,1,5451,281175575041
361,143,158,414,23,1,5451,281175575041
361,143,158,414,79,1,5451,281175575041
361,599,200,2196,3,1,915,255504489601
361,599,200,2196,5,1,915,255504489601
361,599,200,2196,61,1,915,255504489601
361,219,410,466,41,1,9553,338068250881
361,219,410,466,233,1,9553,338068250881
361,619,131,2345,67,1,8777,299735076001
361,619,131,2345,131,1,8777,299735076001
361,239,408,548,137,1,137,9721432081
361,383,114,1418,709,1,709,233475923041
361,159,164,472,41,1,2419,23424241201
361,159,164,472,59,1,2419,23424241201
361,151,38,566,283,1,283,38514676561
361,179,106,610,53,1,3233,432080168881
361,179,106,610,61,1,3233,432080168881
361,179,74,642,37,1,3959,34525251121
361,179,74,642,107,1,3959,34525251121
361,75,82,218,41,1,4469,46493527441
361,75,82,218,109,1,4469,46493527441
361,455,356,1464,61,1,5429,445956431281
361,455,356,1464,89,1,5429,445956431281
361,263,76,976,61,1,61,55339764841
