n,method,x,y,z,verified,d,a,b,n_mod_4,n_mod_8,n_mod_12,n_mod_24,n_mod_60,n_mod_120,n_mod_840
5005,general_key_d_3,1252,25065040,2278640,True,3,1,11,1,5,1,13,25,85,805
5006,formula_even,2503,5006,5006,True,,,,2,6,2,14,26,86,806
5007,formula_divisible_by_3,1669,10014,10014,True,,,,3,7,3,15,27,87,807
5008,formula_even,2504,5008,5008,True,,,,0,0,4,16,28,88,808
5009,general_key_d_7,1254,6281286,1046881,True,7,4,24,1,1,5,17,29,89,809
5010,formula_even,2505,5010,5010,True,,,,2,2,6,18,30,90,810
5011,formula_3_mod_4,1253,12557566,12557566,True,,,,3,3,7,19,31,91,811
5012,formula_even,2506,5012,5012,True,,,,0,4,8,20,32,92,812
5013,formula_divisible_by_3,1671,10026,10026,True,,,,1,5,9,21,33,93,813
5014,formula_even,2507,5014,5014,True,,,,2,6,10,22,34,94,814
5015,formula_3_mod_4,1254,12577620,12577620,True,,,,3,7,11,23,35,95,815
5016,formula_even,2508,5016,5016,True,,,,0,0,0,0,36,96,816
5017,general_key_d_3,1255,12592670,2518534,True,3,2,10,1,1,1,1,37,97,817
5018,formula_even,2509,5018,5018,True,,,,2,2,2,2,38,98,818
5019,formula_divisible_by_3,1673,10038,10038,True,,,,3,3,3,3,39,99,819
5020,formula_even,2510,5020,5020,True,,,,0,4,4,4,40,100,820
5021,general_key_d_3,1256,6306376,3153188,True,3,4,8,1,5,5,5,41,101,821
5022,formula_even,2511,5022,5022,True,,,,2,6,6,6,42,102,822
5023,formula_3_mod_4,1256,12617776,12617776,True,,,,3,7,7,7,43,103,823
5024,formula_even,2512,5024,5024,True,,,,0,0,8,8,44,104,824
5025,formula_divisible_by_3,1675,10050,10050,True,,,,1,1,9,9,45,105,825
5026,formula_even,2513,5026,5026,True,,,,2,2,10,10,46,106,826
5027,formula_3_mod_4,1257,12637878,12637878,True,,,,3,3,11,11,47,107,827
5028,formula_even,2514,5028,5028,True,,,,0,4,0,12,48,108,828
5029,general_key_d_3,1258,6326482,3163241,True,3,4,8,1,5,1,13,49,109,829
5030,formula_even,2515,5030,5030,True,,,,2,6,2,14,50,110,830
5031,formula_divisible_by_3,1677,10062,10062,True,,,,3,7,3,15,51,111,831
5032,formula_even,2516,5032,5032,True,,,,0,0,4,16,52,112,832
5033,general_key_d_7,1260,6341580,1056930,True,7,4,24,1,1,5,17,53,113,833
5034,formula_even,2517,5034,5034,True,,,,2,2,6,18,54,114,834
5035,formula_3_mod_4,1259,12678130,12678130,True,,,,3,3,7,19,55,115,835
5036,formula_even,2518,5036,5036,True,,,,0,4,8,20,56,116,836
5037,formula_divisible_by_3,1679,10074,10074,True,,,,1,5,9,21,57,117,837
5038,formula_even,2519,5038,5038,True,,,,2,6,10,22,58,118,838
5039,formula_3_mod_4,1260,12698280,12698280,True,,,,3,7,11,23,59,119,839
5040,formula_even,2520,5040,5040,True,,,,0,0,0,0,0,0,0
5041,general_key_d_19,1265,5101492,359260,True,19,5,71,1,1,1,1,1,1,1
5042,formula_even,2521,5042,5042,True,,,,2,2,2,2,2,2,2
5043,formula_divisible_by_3,1681,10086,10086,True,,,,3,3,3,3,3,3,3
5044,formula_even,2522,5044,5044,True,,,,0,4,4,4,4,4,4
5045,general_key_d_3,1262,12733580,2546716,True,3,2,10,1,5,5,5,5,5,5
5046,formula_even,2523,5046,5046,True,,,,2,6,6,6,6,6,6
5047,formula_3_mod_4,1262,12738628,12738628,True,,,,3,7,7,7,7,7,7
5048,formula_even,2524,5048,5048,True,,,,0,0,8,8,8,8,8
5049,formula_divisible_by_3,1683,10098,10098,True,,,,1,1,9,9,9,9,9
5050,formula_even,2525,5050,5050,True,,,,2,2,10,10,10,10,10
5051,formula_3_mod_4,1263,12758826,12758826,True,,,,3,3,11,11,11,11,11
5052,formula_even,2526,5052,5052,True,,,,0,4,0,12,12,12,12
5053,general_key_d_3,1264,6386992,3193496,True,3,4,8,1,5,1,13,13,13,13
5054,formula_even,2527,5054,5054,True,,,,2,6,2,14,14,14,14
5055,formula_divisible_by_3,1685,10110,10110,True,,,,3,7,3,15,15,15,15
5056,formula_even,2528,5056,5056,True,,,,0,0,4,16,16,16,16
5057,general_key_d_3,1265,25588420,2326220,True,3,1,11,1,1,5,17,17,17,17
5058,formula_even,2529,5058,5058,True,,,,2,2,6,18,18,18,18
5059,formula_3_mod_4,1265,12799270,12799270,True,,,,3,3,7,19,19,19,19
5060,formula_even,2530,5060,5060,True,,,,0,4,8,20,20,20,20
5061,formula_divisible_by_3,1687,10122,10122,True,,,,1,5,9,21,21,21,21
5062,formula_even,2531,5062,5062,True,,,,2,6,10,22,22,22,22
5063,formula_3_mod_4,1266,12819516,12819516,True,,,,3,7,11,23,23,23,23
5064,formula_even,2532,5064,5064,True,,,,0,0,0,0,24,24,24
5065,general_key_d_3,1267,12834710,2566942,True,3,2,10,1,1,1,1,25,25,25
5066,formula_even,2533,5066,5066,True,,,,2,2,2,2,26,26,26
5067,formula_divisible_by_3,1689,10134,10134,True,,,,3,3,3,3,27,27,27
5068,formula_even,2534,5068,5068,True,,,,0,4,4,4,28,28,28
5069,general_key_d_3,1268,6427492,3213746,True,3,4,8,1,5,5,5,29,29,29
5070,formula_even,2535,5070,5070,True,,,,2,6,6,6,30,30,30
5071,formula_3_mod_4,1268,12860056,12860056,True,,,,3,7,7,7,31,31,31
5072,formula_even,2536,5072,5072,True,,,,0,0,8,8,32,32,32
5073,formula_divisible_by_3,1691,10146,10146,True,,,,1,1,9,9,33,33,33
5074,formula_even,2537,5074,5074,True,,,,2,2,10,10,34,34,34
5075,formula_3_mod_4,1269,12880350,12880350,True,,,,3,3,11,11,35,35,35
5076,formula_even,2538,5076,5076,True,,,,0,4,0,12,36,36,36
5077,general_key_d_3,1270,12895580,2579116,True,3,2,10,1,5,1,13,37,37,37
5078,formula_even,2539,5078,5078,True,,,,2,6,2,14,38,38,38
5079,formula_divisible_by_3,1693,10158,10158,True,,,,3,7,3,15,39,39,39
5080,formula_even,2540,5080,5080,True,,,,0,0,4,16,40,40,40
5081,general_key_d_7,1272,6463032,1077172,True,7,4,24,1,1,5,17,41,41,41
5082,formula_even,2541,5082,5082,True,,,,2,2,6,18,42,42,42
5083,formula_3_mod_4,1271,12920986,12920986,True,,,,3,3,7,19,43,43,43
5084,formula_even,2542,5084,5084,True,,,,0,4,8,20,44,44,44
5085,formula_divisible_by_3,1695,10170,10170,True,,,,1,5,9,21,45,45,45
5086,formula_even,2543,5086,5086,True,,,,2,6,10,22,46,46,46
5087,formula_3_mod_4,1272,12941328,12941328,True,,,,3,7,11,23,47,47,47
5088,formula_even,2544,5088,5088,True,,,,0,0,0,0,48,48,48
5089,general_key_d_7,1274,12966772,997444,True,7,2,26,1,1,1,1,49,49,49
5090,formula_even,2545,5090,5090,True,,,,2,2,2,2,50,50,50
5091,formula_divisible_by_3,1697,10182,10182,True,,,,3,3,3,3,51,51,51
5092,formula_even,2546,5092,5092,True,,,,0,4,4,4,52,52,52
5093,general_key_d_3,1274,25953928,2359448,True,3,1,11,1,5,5,5,53,53,53
5094,formula_even,2547,5094,5094,True,,,,2,6,6,6,54,54,54
5095,formula_3_mod_4,1274,12982060,12982060,True,,,,3,7,7,7,55,55,55
5096,formula_even,2548,5096,5096,True,,,,0,0,8,8,56,56,56
5097,formula_divisible_by_3,1699,10194,10194,True,,,,1,1,9,9,57,57,57
5098,formula_even,2549,5098,5098,True,,,,2,2,10,10,58,58,58
5099,formula_3_mod_4,1275,13002450,13002450,True,,,,3,3,11,11,59,59,59
5100,formula_even,2550,5100,5100,True,,,,0,4,0,12,0,60,60
5101,general_key_d_3,1276,26035504,2366864,True,3,1,11,1,5,1,13,1,61,61
5102,formula_even,2551,5102,5102,True,,,,2,6,2,14,2,62,62
5103,formula_divisible_by_3,1701,10206,10206,True,,,,3,7,3,15,3,63,63
5104,formula_even,2552,5104,5104,True,,,,0,0,4,16,4,64,64
5105,general_key_d_3,1277,13038170,2607634,True,3,2,10,1,1,5,17,5,65,65
5106,formula_even,2553,5106,5106,True,,,,2,2,6,18,6,66,66
5107,formula_3_mod_4,1277,13043278,13043278,True,,,,3,3,7,19,7,67,67
5108,formula_even,2554,5108,5108,True,,,,0,4,8,20,8,68,68
5109,formula_divisible_by_3,1703,10218,10218,True,,,,1,5,9,21,9,69,69
5110,formula_even,2555,5110,5110,True,,,,2,6,10,22,10,70,70
5111,formula_3_mod_4,1278,13063716,13063716,True,,,,3,7,11,23,11,71,71
5112,formula_even,2556,5112,5112,True,,,,0,0,0,0,12,72,72
5113,general_key_d_7,1280,3272320,1308928,True,7,8,20,1,1,1,1,13,73,73
5114,formula_even,2557,5114,5114,True,,,,2,2,2,2,14,74,74
5115,formula_divisible_by_3,1705,10230,10230,True,,,,3,3,3,3,15,75,75
5116,formula_even,2558,5116,5116,True,,,,0,4,4,4,16,76,76
5117,general_key_d_3,1280,13099520,2619904,True,3,2,10,1,5,5,5,17,77,77
5118,formula_even,2559,5118,5118,True,,,,2,6,6,6,18,78,78
5119,formula_3_mod_4,1280,13104640,13104640,True,,,,3,7,7,7,19,79,79
5120,formula_even,2560,5120,5120,True,,,,0,0,8,8,20,80,80
5121,formula_divisible_by_3,1707,10242,10242,True,,,,1,1,9,9,21,81,81
5122,formula_even,2561,5122,5122,True,,,,2,2,10,10,22,82,82
5123,formula_3_mod_4,1281,13125126,13125126,True,,,,3,3,11,11,23,83,83
5124,formula_even,2562,5124,5124,True,,,,0,4,0,12,24,84,84
5125,general_key_d_3,1282,13140500,2628100,True,3,2,10,1,5,1,13,25,85,85
5126,formula_even,2563,5126,5126,True,,,,2,6,2,14,26,86,86
5127,formula_divisible_by_3,1709,10254,10254,True,,,,3,7,3,15,27,87,87
5128,formula_even,2564,5128,5128,True,,,,0,0,4,16,28,88,88
5129,general_key_d_7,1284,6585636,1097606,True,7,4,24,1,1,5,17,29,89,89
5130,formula_even,2565,5130,5130,True,,,,2,2,6,18,30,90,90
5131,formula_3_mod_4,1283,13166146,13166146,True,,,,3,3,7,19,31,91,91
5132,formula_even,2566,5132,5132,True,,,,0,4,8,20,32,92,92
5133,formula_divisible_by_3,1711,10266,10266,True,,,,1,5,9,21,33,93,93
5134,formula_even,2567,5134,5134,True,,,,2,6,10,22,34,94,94
5135,formula_3_mod_4,1284,13186680,13186680,True,,,,3,7,11,23,35,95,95
5136,formula_even,2568,5136,5136,True,,,,0,0,0,0,36,96,96
5137,general_key_d_3,1285,26404180,2400380,True,3,1,11,1,1,1,1,37,97,97
5138,formula_even,2569,5138,5138,True,,,,2,2,2,2,38,98,98
5139,formula_divisible_by_3,1713,10278,10278,True,,,,3,3,3,3,39,99,99
5140,formula_even,2570,5140,5140,True,,,,0,4,4,4,40,100,100
5141,general_key_d_3,1286,6611326,3305663,True,3,4,8,1,5,5,5,41,101,101
5142,formula_even,2571,5142,5142,True,,,,2,6,6,6,42,102,102
5143,formula_3_mod_4,1286,13227796,13227796,True,,,,3,7,7,7,43,103,103
5144,formula_even,2572,5144,5144,True,,,,0,0,8,8,44,104,104
5145,formula_divisible_by_3,1715,10290,10290,True,,,,1,1,9,9,45,105,105
5146,formula_even,2573,5146,5146,True,,,,2,2,10,10,46,106,106
5147,formula_3_mod_4,1287,13248378,13248378,True,,,,3,3,11,11,47,107,107
5148,formula_even,2574,5148,5148,True,,,,0,4,0,12,48,108,108
5149,general_key_d_3,1288,6631912,3315956,True,3,4,8,1,5,1,13,49,109,109
5150,formula_even,2575,5150,5150,True,,,,2,6,2,14,50,110,110
5151,formula_divisible_by_3,1717,10302,10302,True,,,,3,7,3,15,51,111,111
5152,formula_even,2576,5152,5152,True,,,,0,0,4,16,52,112,112
5153,general_key_d_7,1290,6647370,1107895,True,7,4,24,1,1,5,17,53,113,113
5154,formula_even,2577,5154,5154,True,,,,2,2,6,18,54,114,114
5155,formula_3_mod_4,1289,13289590,13289590,True,,,,3,3,7,19,55,115,115
5156,formula_even,2578,5156,5156,True,,,,0,4,8,20,56,116,116
5157,formula_divisible_by_3,1719,10314,10314,True,,,,1,5,9,21,57,117,117
5158,formula_even,2579,5158,5158,True,,,,2,6,10,22,58,118,118
5159,formula_3_mod_4,1290,13310220,13310220,True,,,,3,7,11,23,59,119,119
5160,formula_even,2580,5160,5160,True,,,,0,0,0,0,0,0,120
5161,general_key_d_7,1292,13336024,1025848,True,7,2,26,1,1,1,1,1,1,121
5162,formula_even,2581,5162,5162,True,,,,2,2,2,2,2,2,122
5163,formula_divisible_by_3,1721,10326,10326,True,,,,3,3,3,3,3,3,123
5164,formula_even,2582,5164,5164,True,,,,0,4,4,4,4,4,124
5165,general_key_d_3,1292,13346360,2669272,True,3,2,10,1,5,5,5,5,5,125
5166,formula_even,2583,5166,5166,True,,,,2,6,6,6,6,6,126
5167,formula_3_mod_4,1292,13351528,13351528,True,,,,3,7,7,7,7,7,127
5168,formula_even,2584,5168,5168,True,,,,0,0,8,8,8,8,128
5169,formula_divisible_by_3,1723,10338,10338,True,,,,1,1,9,9,9,9,129
5170,formula_even,2585,5170,5170,True,,,,2,2,10,10,10,10,130
5171,formula_3_mod_4,1293,13372206,13372206,True,,,,3,3,11,11,11,11,131
5172,formula_even,2586,5172,5172,True,,,,0,4,0,12,12,12,132
5173,general_key_d_3,1294,6693862,3346931,True,3,4,8,1,5,1,13,13,13,133
5174,formula_even,2587,5174,5174,True,,,,2,6,2,14,14,14,134
5175,formula_divisible_by_3,1725,10350,10350,True,,,,3,7,3,15,15,15,135
5176,formula_even,2588,5176,5176,True,,,,0,0,4,16,16,16,136
5177,general_key_d_3,1295,13408430,2681686,True,3,2,10,1,1,5,17,17,17,137
5178,formula_even,2589,5178,5178,True,,,,2,2,6,18,18,18,138
5179,formula_3_mod_4,1295,13413610,13413610,True,,,,3,3,7,19,19,19,139
5180,formula_even,2590,5180,5180,True,,,,0,4,8,20,20,20,140
5181,formula_divisible_by_3,1727,10362,10362,True,,,,1,5,9,21,21,21,141
5182,formula_even,2591,5182,5182,True,,,,2,6,10,22,22,22,142
5183,formula_3_mod_4,1296,13434336,13434336,True,,,,3,7,11,23,23,23,143
5184,formula_even,2592,5184,5184,True,,,,0,0,0,0,24,24,144
5185,general_key_d_3,1297,13449890,2689978,True,3,2,10,1,1,1,1,25,25,145
5186,formula_even,2593,5186,5186,True,,,,2,2,2,2,26,26,146
5187,formula_divisible_by_3,1729,10374,10374,True,,,,3,3,3,3,27,27,147
5188,formula_even,2594,5188,5188,True,,,,0,4,4,4,28,28,148
5189,general_key_d_3,1298,26941288,2449208,True,3,1,11,1,5,5,5,29,29,149
5190,formula_even,2595,5190,5190,True,,,,2,6,6,6,30,30,150
5191,formula_3_mod_4,1298,13475836,13475836,True,,,,3,7,7,7,31,31,151
5192,formula_even,2596,5192,5192,True,,,,0,0,8,8,32,32,152
5193,formula_divisible_by_3,1731,10386,10386,True,,,,1,1,9,9,33,33,153
5194,formula_even,2597,5194,5194,True,,,,2,2,10,10,34,34,154
5195,formula_3_mod_4,1299,13496610,13496610,True,,,,3,3,11,11,35,35,155
5196,formula_even,2598,5196,5196,True,,,,0,4,0,12,36,36,156
5197,general_key_d_3,1300,13512200,2702440,True,3,2,10,1,5,1,13,37,37,157
5198,formula_even,2599,5198,5198,True,,,,2,6,2,14,38,38,158
5199,formula_divisible_by_3,1733,10398,10398,True,,,,3,7,3,15,39,39,159
5200,formula_even,2600,5200,5200,True,,,,0,0,4,16,40,40,160
5201,general_key_d_7,1302,6771702,1128617,True,7,4,24,1,1,5,17,41,41,161
5202,formula_even,2601,5202,5202,True,,,,2,2,6,18,42,42,162
5203,formula_3_mod_4,1301,13538206,13538206,True,,,,3,3,7,19,43,43,163
5204,formula_even,2602,5204,5204,True,,,,0,4,8,20,44,44,164
5205,formula_divisible_by_3,1735,10410,10410,True,,,,1,5,9,21,45,45,165
5206,formula_even,2603,5206,5206,True,,,,2,6,10,22,46,46,166
5207,formula_3_mod_4,1302,13559028,13559028,True,,,,3,7,11,23,47,47,167
5208,formula_even,2604,5208,5208,True,,,,0,0,0,0,48,48,168
5209,general_key_d_11,1305,1812732,937620,True,11,15,29,1,1,1,1,49,49,169
5210,formula_even,2605,5210,5210,True,,,,2,2,2,2,50,50,170
5211,formula_divisible_by_3,1737,10422,10422,True,,,,3,3,3,3,51,51,171
5212,formula_even,2606,5212,5212,True,,,,0,4,4,4,52,52,172
5213,general_key_d_3,1304,6797752,3398876,True,3,4,8,1,5,5,5,53,53,173
5214,formula_even,2607,5214,5214,True,,,,2,6,6,6,54,54,174
5215,formula_3_mod_4,1304,13600720,13600720,True,,,,3,7,7,7,55,55,175
5216,formula_even,2608,5216,5216,True,,,,0,0,8,8,56,56,176
5217,formula_divisible_by_3,1739,10434,10434,True,,,,1,1,9,9,57,57,177
5218,formula_even,2609,5218,5218,True,,,,2,2,10,10,58,58,178
5219,formula_3_mod_4,1305,13621590,13621590,True,,,,3,3,11,11,59,59,179
5220,formula_even,2610,5220,5220,True,,,,0,4,0,12,0,60,180
5221,general_key_d_3,1306,6818626,3409313,True,3,4,8,1,5,1,13,1,61,181
5222,formula_even,2611,5222,5222,True,,,,2,6,2,14,2,62,182
5223,formula_divisible_by_3,1741,10446,10446,True,,,,3,7,3,15,3,63,183
5224,formula_even,2612,5224,5224,True,,,,0,0,4,16,4,64,184
5225,general_key_d_3,1307,27316300,2483300,True,3,1,11,1,1,5,17,5,65,185
5226,formula_even,2613,5226,5226,True,,,,2,2,6,18,6,66,186
5227,formula_3_mod_4,1307,13663378,13663378,True,,,,3,3,7,19,7,67,187
5228,formula_even,2614,5228,5228,True,,,,0,4,8,20,8,68,188
5229,formula_divisible_by_3,1743,10458,10458,True,,,,1,5,9,21,9,69,189
5230,formula_even,2615,5230,5230,True,,,,2,6,10,22,10,70,190
5231,formula_3_mod_4,1308,13684296,13684296,True,,,,3,7,11,23,11,71,191
5232,formula_even,2616,5232,5232,True,,,,0,0,0,0,12,72,192
5233,general_key_d_3,1309,27399988,2490908,True,3,1,11,1,1,1,1,13,73,193
5234,formula_even,2617,5234,5234,True,,,,2,2,2,2,14,74,194
5235,formula_divisible_by_3,1745,10470,10470,True,,,,3,3,3,3,15,75,195
5236,formula_even,2618,5236,5236,True,,,,0,4,4,4,16,76,196
5237,general_key_d_3,1310,13720940,2744188,True,3,2,10,1,5,5,5,17,77,197
5238,formula_even,2619,5238,5238,True,,,,2,6,6,6,18,78,198
5239,formula_3_mod_4,1310,13726180,13726180,True,,,,3,7,7,7,19,79,199
5240,formula_even,2620,5240,5240,True,,,,0,0,8,8,20,80,200
5241,formula_divisible_by_3,1747,10482,10482,True,,,,1,1,9,9,21,81,201
5242,formula_even,2621,5242,5242,True,,,,2,2,10,10,22,82,202
5243,formula_3_mod_4,1311,13747146,13747146,True,,,,3,3,11,11,23,83,203
5244,formula_even,2622,5244,5244,True,,,,0,4,0,12,24,84,204
5245,general_key_d_3,1312,13762880,2752576,True,3,2,10,1,5,1,13,25,85,205
5246,formula_even,2623,5246,5246,True,,,,2,6,2,14,26,86,206
5247,formula_divisible_by_3,1749,10494,10494,True,,,,3,7,3,15,27,87,207
5248,formula_even,2624,5248,5248,True,,,,0,0,4,16,28,88,208
5249,general_key_d_7,1314,6897186,1149531,True,7,4,24,1,1,5,17,29,89,209
5250,formula_even,2625,5250,5250,True,,,,2,2,6,18,30,90,210
5251,formula_3_mod_4,1313,13789126,13789126,True,,,,3,3,7,19,31,91,211
5252,formula_even,2626,5252,5252,True,,,,0,4,8,20,32,92,212
5253,formula_divisible_by_3,1751,10506,10506,True,,,,1,5,9,21,33,93,213
5254,formula_even,2627,5254,5254,True,,,,2,6,10,22,34,94,214
5255,formula_3_mod_4,1314,13810140,13810140,True,,,,3,7,11,23,35,95,215
5256,formula_even,2628,5256,5256,True,,,,0,0,0,0,36,96,216
5257,general_key_d_3,1315,13825910,2765182,True,3,2,10,1,1,1,1,37,97,217
5258,formula_even,2629,5258,5258,True,,,,2,2,2,2,38,98,218
5259,formula_divisible_by_3,1753,10518,10518,True,,,,3,3,3,3,39,99,219
5260,formula_even,2630,5260,5260,True,,,,0,4,4,4,40,100,220
5261,general_key_d_3,1316,6923476,3461738,True,3,4,8,1,5,5,5,41,101,221
5262,formula_even,2631,5262,5262,True,,,,2,6,6,6,42,102,222
5263,formula_3_mod_4,1316,13852216,13852216,True,,,,3,7,7,7,43,103,223
5264,formula_even,2632,5264,5264,True,,,,0,0,8,8,44,104,224
5265,formula_divisible_by_3,1755,10530,10530,True,,,,1,1,9,9,45,105,225
5266,formula_even,2633,5266,5266,True,,,,2,2,10,10,46,106,226
5267,formula_3_mod_4,1317,13873278,13873278,True,,,,3,3,11,11,47,107,227
5268,formula_even,2634,5268,5268,True,,,,0,4,0,12,48,108,228
5269,general_key_d_3,1318,27778168,2525288,True,3,1,11,1,5,1,13,49,109,229
5270,formula_even,2635,5270,5270,True,,,,2,6,2,14,50,110,230
5271,formula_divisible_by_3,1757,10542,10542,True,,,,3,7,3,15,51,111,231
5272,formula_even,2636,5272,5272,True,,,,0,0,4,16,52,112,232
5273,general_key_d_7,1320,6960360,1160060,True,7,4,24,1,1,5,17,53,113,233
5274,formula_even,2637,5274,5274,True,,,,2,2,6,18,54,114,234
5275,formula_3_mod_4,1319,13915450,13915450,True,,,,3,3,7,19,55,115,235
5276,formula_even,2638,5276,5276,True,,,,0,4,8,20,56,116,236
5277,formula_divisible_by_3,1759,10554,10554,True,,,,1,5,9,21,57,117,237
5278,formula_even,2639,5278,5278,True,,,,2,6,10,22,58,118,238
5279,formula_3_mod_4,1320,13936560,13936560,True,,,,3,7,11,23,59,119,239
5280,formula_even,2640,5280,5280,True,,,,0,0,0,0,0,0,240
5281,general_key_d_11,1323,13973526,665406,True,11,2,42,1,1,1,1,1,1,241
5282,formula_even,2641,5282,5282,True,,,,2,2,2,2,2,2,242
5283,formula_divisible_by_3,1761,10566,10566,True,,,,3,3,3,3,3,3,243
5284,formula_even,2642,5284,5284,True,,,,0,4,4,4,4,4,244
5285,general_key_d_3,1322,13973540,2794708,True,3,2,10,1,5,5,5,5,5,245
5286,formula_even,2643,5286,5286,True,,,,2,6,6,6,6,6,246
5287,formula_3_mod_4,1322,13978828,13978828,True,,,,3,7,7,7,7,7,247
5288,formula_even,2644,5288,5288,True,,,,0,0,8,8,8,8,248
5289,formula_divisible_by_3,1763,10578,10578,True,,,,1,1,9,9,9,9,249
5290,formula_even,2645,5290,5290,True,,,,2,2,10,10,10,10,250
5291,formula_3_mod_4,1323,13999986,13999986,True,,,,3,3,11,11,11,11,251
5292,formula_even,2646,5292,5292,True,,,,0,4,0,12,12,12,252
5293,general_key_d_3,1324,7007932,3503966,True,3,4,8,1,5,1,13,13,13,253
5294,formula_even,2647,5294,5294,True,,,,2,6,2,14,14,14,254
5295,formula_divisible_by_3,1765,10590,10590,True,,,,3,7,3,15,15,15,255
5296,formula_even,2648,5296,5296,True,,,,0,0,4,16,16,16,256
5297,general_key_d_3,1325,14037050,2807410,True,3,2,10,1,1,5,17,17,17,257
5298,formula_even,2649,5298,5298,True,,,,2,2,6,18,18,18,258
5299,formula_3_mod_4,1325,14042350,14042350,True,,,,3,3,7,19,19,19,259
5300,formula_even,2650,5300,5300,True,,,,0,4,8,20,20,20,260
5301,formula_divisible_by_3,1767,10602,10602,True,,,,1,5,9,21,21,21,261
5302,formula_even,2651,5302,5302,True,,,,2,6,10,22,22,22,262
5303,formula_3_mod_4,1326,14063556,14063556,True,,,,3,7,11,23,23,23,263
5304,formula_even,2652,5304,5304,True,,,,0,0,0,0,24,24,264
5305,general_key_d_3,1327,14079470,2815894,True,3,2,10,1,1,1,1,25,25,265
5306,formula_even,2653,5306,5306,True,,,,2,2,2,2,26,26,266
5307,formula_divisible_by_3,1769,10614,10614,True,,,,3,3,3,3,27,27,267
5308,formula_even,2654,5308,5308,True,,,,0,4,4,4,28,28,268
5309,general_key_d_3,1328,7050352,3525176,True,3,4,8,1,5,5,5,29,29,269
5310,formula_even,2655,5310,5310,True,,,,2,6,6,6,30,30,270
5311,formula_3_mod_4,1328,14106016,14106016,True,,,,3,7,7,7,31,31,271
5312,formula_even,2656,5312,5312,True,,,,0,0,8,8,32,32,272
5313,formula_divisible_by_3,1771,10626,10626,True,,,,1,1,9,9,33,33,273
5314,formula_even,2657,5314,5314,True,,,,2,2,10,10,34,34,274
5315,formula_3_mod_4,1329,14127270,14127270,True,,,,3,3,11,11,35,35,275
5316,formula_even,2658,5316,5316,True,,,,0,4,0,12,36,36,276
5317,general_key_d_3,1330,14143220,2828644,True,3,2,10,1,5,1,13,37,37,277
5318,formula_even,2659,5318,5318,True,,,,2,6,2,14,38,38,278
5319,formula_divisible_by_3,1773,10638,10638,True,,,,3,7,3,15,39,39,279
5320,formula_even,2660,5320,5320,True,,,,0,0,4,16,40,40,280
5321,general_key_d_3,1331,28329004,2575364,True,3,1,11,1,1,5,17,41,41,281
5322,formula_even,2661,5322,5322,True,,,,2,2,6,18,42,42,282
5323,formula_3_mod_4,1331,14169826,14169826,True,,,,3,3,7,19,43,43,283
5324,formula_even,2662,5324,5324,True,,,,0,4,8,20,44,44,284
5325,formula_divisible_by_3,1775,10650,10650,True,,,,1,5,9,21,45,45,285
5326,formula_even,2663,5326,5326,True,,,,2,6,10,22,46,46,286
5327,formula_3_mod_4,1332,14191128,14191128,True,,,,3,7,11,23,47,47,287
5328,formula_even,2664,5328,5328,True,,,,0,0,0,0,48,48,288
5329,general_key_d_47,1344,682112,196224,True,47,42,146,1,1,1,1,49,49,289
5330,formula_even,2665,5330,5330,True,,,,2,2,2,2,50,50,290
5331,formula_divisible_by_3,1777,10662,10662,True,,,,3,3,3,3,51,51,291
5332,formula_even,2666,5332,5332,True,,,,0,4,4,4,52,52,292
5333,general_key_d_3,1334,7114222,3557111,True,3,4,8,1,5,5,5,53,53,293
5334,formula_even,2667,5334,5334,True,,,,2,6,6,6,54,54,294
5335,formula_3_mod_4,1334,14233780,14233780,True,,,,3,7,7,7,55,55,295
5336,formula_even,2668,5336,5336,True,,,,0,0,8,8,56,56,296
5337,formula_divisible_by_3,1779,10674,10674,True,,,,1,1,9,9,57,57,297
5338,formula_even,2669,5338,5338,True,,,,2,2,10,10,58,58,298
5339,formula_3_mod_4,1335,14255130,14255130,True,,,,3,3,11,11,59,59,299
5340,formula_even,2670,5340,5340,True,,,,0,4,0,12,0,60,300
5341,general_key_d_3,1336,7135576,3567788,True,3,4,8,1,5,1,13,1,61,301
5342,formula_even,2671,5342,5342,True,,,,2,6,2,14,2,62,302
5343,formula_divisible_by_3,1781,10686,10686,True,,,,3,7,3,15,3,63,303
5344,formula_even,2672,5344,5344,True,,,,0,0,4,16,4,64,304
5345,general_key_d_3,1337,14292530,2858506,True,3,2,10,1,1,5,17,5,65,305
5346,formula_even,2673,5346,5346,True,,,,2,2,6,18,6,66,306
5347,formula_3_mod_4,1337,14297878,14297878,True,,,,3,3,7,19,7,67,307
5348,formula_even,2674,5348,5348,True,,,,0,4,8,20,8,68,308
5349,formula_divisible_by_3,1783,10698,10698,True,,,,1,5,9,21,9,69,309
5350,formula_even,2675,5350,5350,True,,,,2,6,10,22,10,70,310
5351,formula_3_mod_4,1338,14319276,14319276,True,,,,3,7,11,23,11,71,311
5352,formula_even,2676,5352,5352,True,,,,0,0,0,0,12,72,312
5353,general_key_d_7,1340,3586510,1434604,True,7,8,20,1,1,1,1,13,73,313
5354,formula_even,2677,5354,5354,True,,,,2,2,2,2,14,74,314
5355,formula_divisible_by_3,1785,10710,10710,True,,,,3,3,3,3,15,75,315
5356,formula_even,2678,5356,5356,True,,,,0,4,4,4,16,76,316
